Cazyme	MCTs29	MCTs37	MCTs05	MCTs04	MCTs07	MCTs06	MCTs01	MCTs03	MCTs28	MCTs27	MCTs26	MCTs25	MCTs24	MCTs23	MCTs22	MCTs21	MCTs20	MCTs36	MCTs09	MCTs08	MCTs16	MCTs31	MCTs14	MCTs15	MCTs12	MCTs13	MCTs10	MCTs11	MCTs18	MCTs19	MCTs32	MCTs33	MCTs34	MCTs35
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH112	0.014509246	0	0	0.001571303	0.006278746	0.002516192	0.003650507	0.003682029	0.003671299	0.00441939	0.002676455	0.002586347	0.000342342	0.000969379	0.001608004	0.003781513	0.001703244	0.007286961	0.002109421	0.000828272	0.001277584	0.001559384	0	0.000994575	0.001683054	0.001972118	0.004780028	0.001855682	0.000963616	0.001029005	0.002494318	0.001221041	0.0037533	0.001323488
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH113	0.00227596	0	0	0	0.000970505	0	0.001597097	0.000337964	0	0	0.000506615	0	0	0.000437171	0	0.000531389	0	0	0	0	0	0.000189016	0.000543881	0	0	0	0	0.000311641	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH114	0	0	0	0	0	0.000978519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113324	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH115	0.012517781	0.008183828	0.003031681	0.019593378	0.01021984	0.001491077	0.006073314	0.00551415	0.005249614	0.011961816	0.008210981	0.011414549	0.009877201	0.007888084	0.012532224	0.009503213	0.005344662	0.012099802	0.012005087	0.014434581	0.005259665	0.012191549	0.02249691	0.004701627	0.003881328	0.003026182	0.0071971	0.010114174	0.028431954	0.02254516	0.021842765	0.011905151	0.002958109	0.033381301
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH116	0	0.001230994	0.002160073	0	0.000177223	0	0.003291975	0.002988314	0	0.001374921	0.000363233	0.001058977	0.00095729	0.00222387	0.001263432	0.001779535	0	0.000578526	0	0.000445992	0.002173552	0	0	0.002863171	0	0	0.000685438	0.0004108	0	0	0	0.00126465	0.001081459	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH117	0	0	0.001781113	0.000632354	0.000641377	0	0	0.00110283	0	0.000707102	0.000860289	0.001914304	0.000126793	0.001140446	0	0	0.000704791	0.000935488	0.00137526	0.001359215	0.001012112	0	0	0.000843882	0.001597183	0.001020061	0.000378795	0	0.000158838	0	0	0.000294358	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH120	0	0.002545573	0	2.87E-05	0.000109709	0	0	0	0.000686224	0	0.000124264	0	0	0	0	0	0	0	0	0	9.96E-05	0	0	0	0	0	0	0	0.000105892	6.64E-05	0	6.54E-05	0.000477114	5.25E-05
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH121	0	0	0	0	0	0	0	0	0.009572826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123	0.009672831	0.004270484	0.001800061	0.00335339	0.004219587	0.010763711	0.000912627	0.00713282	0.004117344	0.003152498	0.004980118	0.002382698	0	0.001501587	0.006100207	0.001779535	0.002819162	0.004382024	0.00208874	0.003681207	0.005176705	0.000916729	0.000692213	0.002411091	0.003263063	0.003026182	0.0091993	0.007493555	0.002096658	0.007295975	0.001736698	0.004611611	0.015617545	0.00111341
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125	0.012802276	0.00370058	0.004073821	0.000661097	0.00603401	0.007408788	0.011603398	0.007577509	0.004940813	0.007002278	0.006633785	0.007117546	0.00665031	0.010245006	0.00789964	0.007328225	0.011217917	0.00846863	0.006762556	0.00778009	0.003749793	0.003052613	0.006007417	0.010307414	0.004070242	0.001156069	0.001443027	0.005935349	0.002371977	0.010515764	0.006678711	0.005876261	0.010623748	0.000283605
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH126	0	0	0	0	0.000447276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127	0.033001422	0.01736309	0.016996362	0.02925114	0.01278535	0.001677461	0.012418244	0.021896512	0.015920398	0.016999921	0.010801407	0.022941105	0.038342304	0.01613731	0.016437377	0.016868512	0.009788759	0.011964402	0.019718951	0.024295969	0.020474531	0.039986391	0.014091471	0.009493671	0.023597098	0.014620877	0.013708761	0.017621894	0.031820492	0.013224369	0.016655982	0.025521941	0.006806832	0.021186307
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH128	0	0	0	0.000469475	0	0	0	0	0	0.000186596	0	0.000152737	0	0.000228089	0	0	0	0	0	0	0	0.000604852	0	0	0	0	0	0	0	0	0	0	0	0.000126046
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH129	0	0	0	0.001600046	0.001662517	0	0	0	0.00257334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209239	0	0	0	0	0	0.002767264	0.000315116
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13	0.075391181	0.01455916	0.01216462	0.010002683	0.032600532	0.051721728	0.026520502	0.02043793	0.065500086	0.030562539	0.029842472	0.014825676	0.038538834	0.021516413	0.024745399	0.015509145	0.043364201	0.033135978	0.02282104	0.016530037	0.027891156	0.050174368	0.040543881	0.03583484	0.020583058	0.047738864	0.033009253	0.021191603	0.01333178	0.018535361	0.037857684	0.024148269	0.03606985	0.046868271
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130	0.00625889	0.009733969	0.01036456	0.007042119	0.01185704	0.008200923	0.010636449	0.009498568	0.010808029	0.009565525	0.010763172	0.008512545	0.010327317	0.011423467	0.009699073	0.012901631	0.007928894	0.009207174	0.009564777	0.008268558	0.009789282	0.012134844	0.006328801	0.015611814	0.011206045	0.01315879	0.008315446	0.012763124	0.013215299	0.00779388	0.006259106	0.007609703	0.008651675	0.007247671
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133	0	0.003548605	0.004339094	0.003774959	0.00521541	0.009598807	0.004063362	0.002970526	0.002950763	0.002337366	0.005094823	0.004449739	0.004152482	0.005778259	0.005742872	0.002026693	0.009788759	0.004640514	0.004260203	0.00478557	0.003600465	0.005103439	0.006205192	0.008438819	0.003142845	0.005882353	0.004924331	0.005340397	0.004246262	0.004381568	0.00557142	0.007337149	0.008969751	0.008003949
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH136	0	0.001291783	0.001875853	0.003592918	0	0	0	0	0	0.00010803	0.001911753	0.00086551	0	0	0	0.000963915	0.001801132	0.001218597	0.000651439	0.001564513	0	0.00022682	0	0.001567209	0	0	0.001551255	0.001756523	0.002054301	0	0.002820677	0.001635323	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH137	0.011095306	0.002955905	0.003240109	0.003717472	0.002582387	0	0	0.002294598	0.002985075	0.000952624	0.00022941	0.002840909	0.004723052	0.001463572	0.000510478	0.00233564	0.000704791	0.00051698	0.000579057	0.002513132	0.002372656	0.001795655	0.00210136	0	0.002722081	0.003604216	0.001479103	0.002507295	0	0.002164229	0.000710997	0.003379667	0.000508922	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH138	0	0.004468051	0.004869638	0.006515157	0.00357821	0	0.001466722	0.003183977	0.003568365	0	0.00302057	0.004643206	0.012298953	0	0.000957145	0.003114187	0	0.003705026	0.004198161	0	0.004181185	0.003846481	0.005933251	0.001205546	0.004336439	0	0	0.005609542	0.002795544	0.006220499	0	0.002169528	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH139	0	0.003305446	0.00513491	0	0.003147812	0	0.000347667	0.002436899	0.002641963	0.000599073	0.003106599	0.003278755	0	0.002014788	0.001467623	0.002595156	0	0.00521904	0.003205493	0.003058234	0.002870416	0.001152999	0	0.000753466	0.003967198	0.004726284	0.001406952	0.003697198	0.00879961	0.004401484	0	0.00470973	0.000954229	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH140	0	0.003951338	0.004642262	0.004091136	0.002953711	0.006756442	0.001010408	0.00227681	0.003534054	0.002445396	0.003288216	0.002301238	0.006453781	0.004998955	0.004300773	0.005363322	0	0.002831083	0.004766878	0.004927155	0.004446657	0.002806892	0.002521632	0.001295961	0.003520673	0.002788167	0.001262649	0.004008839	0.006374688	0.002516082	0.000734309	0.005385664	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH141	0.010241821	0.009703574	0.005475974	0.007090024	0.005240727	0	0.000999544	0.003504153	0	0.002131128	0.005639673	0.003064923	0.004704033	0.001102431	0.002782103	0.00514088	0	0.004862077	0.003825911	0.005564287	0.003799569	0.007513397	0.00210136	0.001476793	0.004302091	0.002754165	0.001641444	0.006020342	0.008598416	0.006930844	0.000710997	0.004775143	0.00133592	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH142	0	0.002218828	0.002387449	0.003104281	0.002084476	0	0	0.000426902	0.001921427	0.001188325	0	0.001934669	0.00626993	0.001197468	0.001901529	0.001841325	0	0	0.001106412	0.002867094	0.002472208	0.002239843	0.003436341	0.001476793	0.002653385	0.002482149	0	0.003088081	0.003134398	0.002887852	0.001235503	0.003281548	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH143	0	0.002933108	0.002633773	0.003976162	0.003130934	0	0	0	0.001029336	0.000962445	0	0.002372515	0.009927918	0.001216476	0	0.001643599	0	0	0.001406281	0.002881253	0.002256512	0.002693482	0.004227441	0.00066305	0.00318578	0.002584155	0	0.002110661	0.000963616	0.002469611	0.000559473	0.003357863	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144	0.00455192	0.009095676	0.012183568	0.006160656	0.006228111	0.000559154	0.010267052	0.00926733	0.001166581	0.006422847	0.00620364	0.009204953	0.000855855	0.007184809	0.006444779	0.008662877	0.007047906	0.009059465	0.007052084	0.011730309	0.012078978	0	0.000593325	0.007383966	0.008200593	0.008908535	0.003481304	0.009675043	0.005336948	0.006452855	0	0.011283729	0.004866567	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145	0.009672831	0.004262886	0.007351827	0.00387077	0.003839824	0	0.004791291	0.004873797	0.003808543	0.004576524	0.004836736	0.003869339	0.000240907	0.005227044	0.003496771	0.004621849	0.004111279	0.005059022	0.004766878	0.005394385	0.004297329	0.000737163	0.000197775	0.004339964	0.002807952	0.002720163	0.004761991	0.005623707	0.007655979	0.002535999	0.000606096	0.004415372	0.00254461	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH15	0	0.000820662	0.000682128	0.001667114	0.001046458	0	0.001075596	0.001120618	0.000651913	0.00034373	0.000898524	0.000437846	0	0.000532208	0.001391051	0.000444884	0.001801132	0	0.000661779	0.000573419	0.000564128	0	0	0.000904159	0.000755657	0	0.000559173	0.001416551	0.001461307	0.000783371	0	0.001057509	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH16	0	0.000782669	0	0.000680259	0.001561247	0.010390942	0	0.000533627	0.001235203	0.000923162	0.0029441	0.001160802	0.001483482	0.001311513	0.000229715	0.000951557	0.000332818	6.15E-05	0.001096072	0.000998174	0.00074664	0.000548147	0.001903585	0.002772755	0.001107724	0.00132608	0	0.001005751	0.002668474	0.003465422	0.003193659	0.000937585	0.001463151	0.000220581
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18	0	0.003563803	0.005248598	0.002481508	0.004025486	0	0.00467178	0.004571408	0.007308286	0.005853237	0.004158064	0.002616895	0.000266266	0.006386497	0.00408382	0.002286209	0.002956205	0.004012752	0.004456669	0.005415622	0.006869089	0.001086844	0	0.002833032	0.001846207	0.00316219	0.002164541	0.003668867	0.001535431	0.003956689	0.001550207	0.002910875	0.002353764	0.00279403
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001112485	0	0	0	0	0	0	0	0	0	0	0.000430659
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2	0.084495021	0.125705732	0.167291951	0.144339478	0.137330689	0.134057127	0.156113513	0.137035522	0.102384629	0.136451131	0.132905101	0.120244787	0.117271154	0.129421604	0.128627581	0.107538309	0.143894751	0.125823168	0.138074016	0.148692463	0.13877551	0.099762785	0.091520396	0.121790235	0.105001932	0.100850051	0.143220477	0.127475423	0.098415858	0.146795812	0.137933446	0.123554102	0.125512898	0.112675021
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20	0.008250356	0.02416395	0.026110353	0.019047254	0.022076881	0.032104748	0.015634167	0.026485708	0.024463887	0.022204981	0.025961612	0.019081949	0.007214541	0.028606185	0.030820082	0.028707365	0.029346698	0.016580298	0.02175599	0.020869614	0.021536419	0.008864863	0.014758962	0.02986739	0.026885922	0.027099626	0.025379246	0.028274358	0.029099072	0.029323313	0.030980826	0.026012537	0.038550844	0.008308562
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23	0.027880512	0.00554707	0.003448537	0.00378454	0.005333558	0.005544942	0.004421894	0.00448247	0.023606107	0.003447124	0.005094823	0.004307185	0.003480477	0.00480888	0.004377345	0.004349975	0.007263259	0.005440603	0.003908633	0.003291849	0.005110337	0.003184924	0.00684796	0.008740205	0.004980465	0.006154369	0.004671801	0.006870272	0.002710831	0.00231692	0.005175127	0.004295448	0.007156716	0.002562944
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24	0.00284495	0.001603331	0.002046385	0.001571303	0.002168868	0.000931923	0.001119054	0.000320176	0.002436095	0.002307904	0.002255869	0.000397116	0.001382047	0.002566003	0.0017101	0.002965892	0.002055639	0.002511047	0.002181803	0.001670702	0.001294176	0.000888376	0.001236094	0.003224834	0.001768924	0.003196192	0.001695557	0.00318724	0.00349443	0.001819015	0.002552596	0.002060507	0.001494958	0.001533565
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25	0.007965861	0.000562306	0.001610581	0.000737746	0.00307186	0.006803038	0.005160688	0.004606983	0.005798593	0.001738294	0.002743366	0.001669925	0.001971636	0.000209082	0.001429337	0.001408799	0.000254508	0.002547975	0.001333899	0.000495547	0.00182512	0.003874833	0.001878863	0.000150693	0.000669787	0.000646039	0.003156623	0.002804771	0.000889491	0.000955979	0.00446413	0.0010139	0.00187665	0.002846549
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH26	0	0.001230994	0.002406397	0.001044341	0.006354699	0.001770654	0.003270246	0.002454686	0.0039801	0.003162319	0.002303663	0.001476458	0.008805797	0.004200642	0.00704459	0.002595156	0.003426066	0.004061988	0.003856932	0.003985615	0.006188817	0.008146601	0.008281829	0.005816757	0.000815766	0.000986059	0.002200617	0.003895515	0.004394511	0.001878763	0.003147037	0.001831562	0.006138872	0.011428211
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27	0	0.002135242	0.002027437	0.0008623	0.002751171	0.009598807	0.002585776	0.001796546	0.005249614	0.00203292	0.002647779	0.00086551	0.000133133	0.001900743	0.003522295	0.002953534	0.00299536	0	0.001809552	0.000792875	0.000530944	0.001956318	0.000271941	0.000934298	0	0.000442027	0.002020238	0.001841516	0.001238934	0.003472061	0.005373274	0.001711638	0.006997678	0.000819302
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28	0.027596017	0.029999772	0.013396241	0.040029893	0.015764378	0.030334094	0.009984572	0.016702538	0.012214788	0.01754989	0.022807219	0.03129073	0.032446414	0.013267187	0.01533985	0.02324518	0.00323029	0.01329378	0.018705601	0.017641479	0.014318898	0.030847454	0.031149567	0.006449668	0.032330085	0.024481469	0.014791032	0.019165935	0.021072472	0.013436809	0.037251588	0.014674298	0.005566335	0.036763547
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29	0.0056899	0.017758224	0.017261634	0.020503583	0.016827714	0.025674479	0.0082571	0.013571924	0.010808029	0.009261078	0.015599908	0.015874471	0.01654019	0.013134135	0.012583272	0.016423628	0.015035533	0.023571842	0.010319619	0.016940633	0.013273602	0.006256438	0.008924598	0.020644967	0.014881285	0.014314859	0.020346687	0.014250503	0.015989665	0.016125499	0.015082464	0.014816026	0.01300932	0.008045965
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH3	0.012233286	0.033806734	0.039961346	0.017782547	0.03660914	0.029495364	0.055105278	0.037140469	0.032767198	0.032674026	0.033121129	0.03640233	0.025941916	0.043279922	0.027769979	0.048838359	0.039311654	0.036705604	0.041402558	0.038334112	0.039472374	0.027388457	0.023040791	0.033242917	0.022824267	0.032097926	0.021934018	0.031178287	0.026991825	0.036479875	0.024640131	0.031877896	0.037596616	0.037971492
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH30	0	0.008244618	0.015840534	0.010682942	0.01175577	0.003354923	0.005345386	0.01154414	0.006587751	0.009722659	0.009424945	0.011343271	0.004279275	0.008838456	0.007287067	0.010776075	0.007204526	0.011779766	0.015469088	0.008381826	0.008926497	0.013108278	0.008133498	0.006660639	0.015619767	0.006936416	0.006674002	0.009165085	0.017461561	0.007959849	0.004883734	0.009877351	0.004230414	0.002310852
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH31	0.036415363	0.021246039	0.028118842	0.012800368	0.023579054	0.022832114	0.026585689	0.024457923	0.023125751	0.027076131	0.022759425	0.015416259	0.027913552	0.030525936	0.023864826	0.028596144	0.032557411	0.021873192	0.023699966	0.025350777	0.020574083	0.015896268	0.0176267	0.022483424	0.01971577	0.027405644	0.034560508	0.022069864	0.024577492	0.037090639	0.027017891	0.022578359	0.017907694	0.02390681
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH32	0	0.004992363	0.008697135	0.00412946	0.006042449	0.014724384	0.003237652	0.006599192	0.005489792	0.007051383	0.010505085	0.002759449	0.007487146	0.005987341	0.006342684	0.006438458	0.005775368	0.00612991	0.005242532	0.008849056	0.008163265	0.007267675	0.011866502	0.006118143	0.004551114	0.002516151	0.007593932	0.005113749	0.00582405	0.007130006	0.007914214	0.006301445	0.002989917	0.009894646
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH33	0	0.004323675	0.004187509	0.007559499	0.004759695	0.010670519	0.003139871	0.003397428	0.001612627	0.003221245	0.003345569	0.004775578	0.006910237	0.003687442	0.005819444	0.008082056	0.000978876	0.003877353	0.004549732	0.006151864	0.004778497	0.006010717	0.005809642	0.007805907	0.006998411	0.006460388	0.006637926	0.006374479	0.005898174	0.004627202	0.008240573	0.003881167	0.004198607	0.001554573
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH35	0	0.004012128	0.005438078	0.004244433	0.003485379	0.000978519	0.005997262	0.003041676	0.001200892	0.004439032	0.005027912	0.003960981	0.001432765	0.004751858	0.002373721	0.004078102	0.005422972	0.003064955	0.005604442	0.005918249	0.005160113	0.005301906	0.002793572	0.003586498	0.003718174	0.003026182	0.004942369	0.00861263	0.002795544	0.006990593	0.009569322	0.005778141	0.003244378	0.009421972
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH36	0	0.006618491	0.013055177	0.010951213	0.018962825	0.031498998	0.020827448	0.011526352	0.021856236	0.007228158	0.007627896	0.005783643	0.013446433	0.010701184	0.018338906	0.011962432	0.012372991	0.005748329	0.013297625	0.008282717	0.010701842	0.018684258	0.0215822	0.019620253	0.005169379	0.01349881	0.01538628	0.014179675	0.009233767	0.016576933	0.008718457	0.01179613	0.018989154	0.021322857
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH37	0	0	0	0	0.001848179	0	0	0.000871591	0.001269514	0	0	0	0	0	0.000650859	0	0	0	0.000155104	0	0.001343952	0	0	0.001928873	0	0	0	0	0	0	0	0.00040338	0.002067496	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH38	0	0.001291783	0.001667425	0.001437167	0.001004262	0	0.004965125	0.001067255	0.000514668	0.004635449	0.002303663	0.002138319	0	0.005816274	0.004619822	0.00443648	0.000606903	0.000590835	0.004322245	0.001458324	0.003052928	0	0.000865266	0.002079566	0.000729896	0.002074124	0.000306643	0.001997337	0.000338854	0.004235516	0.000372982	0.001493595	0.003721492	0.000115543
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH39	0	0	0	0.000459893	0.001704713	0	0.00028248	0	0.001200892	0.000599073	0	0	0	0.000513201	0.000382858	0.001124567	0	0.000320035	0	0	0.000713456	0	0	0	0	0	0	0	0.000921259	0.000238995	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH4	0.00227596	0	0.000246324	0	0.000843917	0	0.0012277	0.000551415	0.001406759	0.000707102	0.000630879	0.000417481	0	0	0.000306287	0.000988631	0.00023493	0.000726234	0.000155104	7.79E-05	0.000215696	0.000189016	0.000420272	0	0.000412176	0	0.00142499	0.000141655	0	0.000385047	0.000186491	0	0.000763383	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH42	0	0.002203631	0.004092769	0.001485073	0.004236466	0	0.003541861	0.003023889	0.010808029	0.003535512	0.005305116	0.001507006	0.00037404	0.002508981	0.003101151	0.003373702	0.00268212	0.002043303	0.003350257	0.0041272	0.004795089	0	0.000568603	0.001205546	0.001142072	0.001020061	0.001046195	0.003739695	0.006078191	0.00258247	0	0.001635323	0.002799071	0.001586084
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH43	0.046657183	0.057051238	0.034333788	0.069012762	0.037976286	0.002749173	0.040926968	0.041747452	0.039457883	0.050881914	0.038512273	0.054863148	0.057722665	0.029841668	0.037954006	0.037753337	0.028211202	0.050467129	0.055796255	0.055770293	0.051800232	0.071325288	0.042422744	0.021488849	0.051178567	0.041210473	0.030772561	0.040541689	0.070852217	0.031733176	0.055329565	0.055143091	0.013518242	0.074367404
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000741656	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000649362	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH5	0	0.006762867	0.01008034	0.002960564	0.009114309	0.00750198	0.012831099	0.010103346	0.009915938	0.009153048	0.009061711	0.006190942	0.021066712	0.012544905	0.013438322	0.006957489	0.01151158	0.00808705	0.008613469	0.011185207	0.013655218	0.022058198	0.020197775	0.010488246	0.000678374	0.008772526	0.005663883	0.005312066	0.004680418	0.00258247	0.010315286	0.005472881	0.004516683	0.016533092
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH50	0	0	0	0	0	0	0	0.002917163	0	0.000363372	0	0	0	0	0	0	0	0	0	0.000148664	0	0	0	0	0	0	0	0	0.000995383	0.000451434	0.000291392	0.00045789	0	0.000399147
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH51	0.011664296	0.017895001	0.015158405	0.016814855	0.014574455	0.006570057	0.01707916	0.015101656	0.015748842	0.014279541	0.014146976	0.017289834	0.024813455	0.016954629	0.016475663	0.011641127	0.018363711	0.01107815	0.020835703	0.016530037	0.019993363	0.03579023	0.012459827	0.017751658	0.013567472	0.017035022	0.011435993	0.014377992	0.007613622	0.011803679	0.022845154	0.013420551	0.006520564	0.033769944
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH53	0.016785206	0.00579023	0.004111717	0.005173801	0.003957973	0.003587904	0.003650507	0.004553621	0.002710585	0.002631992	0.003135276	0.002912186	0.005369698	0.002204862	0.00289696	0.002879387	0	0.001514014	0.001457982	0.005564287	0.003948897	0.004659251	0.003955501	0	0.001159246	0.002312139	0	0.006020342	0.002763777	0.002927684	0.004615654	0.003586808	0.002862686	0.005619571
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH55	0	0	0.002539033	0	0.001232119	0	0.005682189	0.00441132	0	0.001492772	0	0.001863392	0	0.005265059	0	0.003460208	0	0.001624795	0.00139594	0.004523638	0.002754272	0	0	0	0	0	0.000739552	0.002252316	0	1.33E-05	0	0.000893977	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH57	0	0.003928542	0.001951645	0.002098264	0.003130934	0.010344346	0.003150736	0.001067255	0.003945788	0.003103394	0.004425709	0.003991528	0.004735731	0.003725457	0.00408382	0.000753831	0.007380724	0.002904937	0.002440311	0.002831698	0.002372656	0.005386964	0.006946848	0.005666064	0.004207634	0.005916355	0.003860098	0.003654702	0.001281291	0.001911957	0.004417507	0.004262742	0.008269983	0.00618678
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH59	0	0	0	0	0.000776404	0	0	0	0	0.000176776	0	0	0	0	0.00033181	0	0	0	0	0	0	0.000756065	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH63	0.008250356	0.009217255	0.016844778	0.010347603	0.008835816	0	0.010440886	0.010583611	0.007822954	0.008318275	0.010772731	0.008706012	0.001027026	0.012830017	0.006534113	0.013235294	0.003798038	0.009477973	0.008024072	0.012070113	0.010950722	0.00104904	0	0.012477396	0.009265381	0.013090785	0.002741752	0.005113749	0.00465924	0	0	0.008798038	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH65	0	0.000995433	0.003562225	0.002040777	0.00337567	0	0.002748745	0.003682029	0.003808543	0.003123036	0.004148505	0.004001711	0.00019653	0.004998955	0.003330866	0.004164607	0.00559917	0.00144016	0.003226173	0.002470657	0.001708976	0.000217369	0	0.00509343	0.003675239	0.005610337	0.002597449	0.001714027	0.000561227	0.000584209	0	0.003314255	0.003339801	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH66	0	0.00161093	0.003429589	0	0.002033841	0.004985788	0.002792204	0.002739287	0	0.001718652	0.002045576	0.001435728	0.009851842	0	0.002156768	0.002879387	0.00291705	0.002757228	0.002853923	0.003256453	0.003434545	0	0	0.002079566	0.000188914	0.001564094	0.001262649	0.002790605	0.002149604	0.005403934	0	0.002115018	0.002576418	0
