Cazyme	MCTs29	MCTs37	MCTs05	MCTs04	MCTs07	MCTs06	MCTs01	MCTs03	MCTs28	MCTs27	MCTs26	MCTs25	MCTs24	MCTs23	MCTs22	MCTs21	MCTs20	MCTs36	MCTs09	MCTs08	MCTs16	MCTs31	MCTs14	MCTs15	MCTs12	MCTs13	MCTs10	MCTs11	MCTs18	MCTs19	MCTs32	MCTs33	MCTs34	MCTs35
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH67	0	0.012416319	0.003050629	0.006754685	0.004675303	0.002842365	0	0.004073356	0.003877166	0.005381835	0.004664678	0.011546921	0.009560217	0.003022182	0.004390107	0.007179931	0.000841833	0.002535665	0.006111117	0.004714777	0.003052928	0.010594362	0.005216316	0.002531646	0.009668971	0.005066304	0.005303126	0.002124826	0.012061078	0.002416501	0.007786002	0.004088307	0.001526766	0.015409178
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH73	0.026173542	0.00525072	0.003619069	0.006898402	0.004709059	0.002236615	0.006073314	0.007079457	0.002950763	0.003653363	0.003813948	0.008115428	0.006263591	0.008135181	0.005589729	0.003361345	0.007791852	0.005305203	0.003040048	0.001699019	0.003235441	0.005273554	0.004004944	0.019559976	0.004740028	0.005066304	0.005717996	0.003045585	0.006671185	0.007103451	0.007075004	0.004568002	0.0075066	0.006543911
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH74	0	0.000319147	0.000606336	8.62E-05	0.000438837	0	0.00110819	0.000551415	0	0.000491043	0.000353674	0.000397116	3.80E-05	0.000513201	0.000344572	0.000593178	0.000587326	0.00039389	0.000454973	0.000545102	0.00049776	0.000368582	0	0.00021097	0	0.000578035	0.000360757	0.000254979	0	0	0	0.000337967	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH76	0	0.00196807	0.005854934	0	0.002953711	0	0.006105908	0.004197869	0.000651913	0.006972816	0.002188958	0.005539264	0.000202869	0.007983121	0.010962505	0.005635195	0.002701697	0.003286518	0.004756538	0.005111215	0.005541729	0.000255172	0.000939431	0.006027728	0.000729896	0.001020061	0.000631325	0.002762274	0.006395866	0.013297396	0.001561863	0.004382666	0.006743217	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH77	0.011948791	0.014984689	0.015044717	0.013739317	0.017696949	0.020688691	0.017187806	0.016257849	0.01883685	0.015222344	0.019375621	0.015324617	0.01350983	0.016555473	0.014408229	0.017511122	0.020575971	0.029627897	0.01382498	0.010802928	0.015828771	0.018655905	0.025315204	0.016033755	0.015018677	0.019211153	0.022655531	0.013825538	0.008704308	0.010130717	0.015502069	0.012286727	0.005407297	0.019096037
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH78	0	0.013692905	0.018891163	0.013327329	0.017131525	0	0.023597923	0.01588431	0.010876651	0.019445317	0.015169764	0.015120968	0.022226871	0.020223908	0.015033564	0.023418191	0.017678498	0.017380387	0.0235035	0.018271532	0.018300979	0.014232925	0.011495674	0.011030741	0.022094371	0.019925196	0.03270261	0.024152194	0.01760981	0.027716738	0.014884317	0.022949032	0.01943446	0.001670115
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240436	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH8	0.003129445	0.001048624	0	0.000871881	0.001519051	0	0.001292888	0	0.002744896	0.002190053	0.001309551	0.000560036	0.003379042	0	0	0.000148295	0	0.001612486	0.001654448	0	0.000713456	0.003988243	0	0	0.000369241	0	0	0	0.001397772	0	0.00278571	0.000370673	0	0.005199416
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH84	0	0.001291783	0.001458997	0	0.001898814	0.003587904	0.002998631	0.003201765	0.002024361	0.00180704	0.001835283	0.000560036	0.006732726	0.002242877	0.001199622	0.00081562	0.004855224	0.002104849	0.00136492	0.001635306	0.002588352	0.00790088	0.005859085	0	0.001270877	0	0.002687639	0.002294813	0.001058918	0.002137674	0.003974591	0.001297356	0.001844842	0.000388643
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH85	0	0	0	0	0.000362885	0.019151018	0	0	0	0.000255343	0.000286763	0	0	0	0.000306287	0	0	0	0	0	0.000431392	0	0.002991347	0	0	0	0	0.001657365	0	0.000179246	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH86	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH88	0.004836415	0.0125303	0.006347582	0.007904419	0.005426389	0	0.006975077	0.013571924	0.005386859	0.00939857	0.012579338	0.010162105	0.001128461	0.008933493	0.008078307	0.005585764	0.01143327	0.009293337	0.007848287	0.00552889	0.007980753	0.000642655	0.007540173	0.006600362	0.011403546	0.007650459	0.006403434	0.007366065	0.008376043	0.007096813	0.000279737	0.00779504	0.007633831	0.000598721
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH89	0	0.007135204	0.005438078	0.012100947	0.003957973	0.013140115	0.001955629	0.006314591	0.004975124	0.005489865	0.005391145	0.00581419	0.002161826	0.001691661	0.006304398	0.005400395	0.000587326	0.006671508	0.006328263	0.006038596	0.004994193	0.003392842	0.00855377	0.00596745	0.005727534	0.00299218	0.007539819	0.003116412	0.010335042	0.010821146	0.010257008	0.00698828	0.007252139	0.003760386
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH9	0.001422475	0.021663969	0.027512506	0.001762925	0.014498502	0	0.025846896	0.018054394	0.009950249	0.01392599	0.016718284	0.017860052	0.001844843	0.017790956	0.010720029	0.014087988	0.021339494	0.017281914	0.015055476	0.018583018	0.02402522	0	0.00487021	0.017239301	0.012382465	0.014314859	0.006962608	0.013046435	0	0.000504544	0.006830235	0.009441265	0.001367728	0.000546201
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH91	0	0	0	0.000986855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001322399	0.000952057	0	0	0.000698886	0	0.000279737	0.000795857	0.002321957	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92	0.076813656	0.038730709	0.035432772	0.036149542	0.035900249	0.041843344	0.03564677	0.046496736	0.030125236	0.047081238	0.035224058	0.044792685	0.025555196	0.05943624	0.061716736	0.071304993	0.053466199	0.039388978	0.040895884	0.049016693	0.042823959	0.015064596	0.034289246	0.062537673	0.047125499	0.039204352	0.044373095	0.051349973	0.056133254	0.074619434	0.032367854	0.043194331	0.075161424	0.00209027
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH93	0	0	0	0	0	0.003121942	0	0.000409114	0	0	0	0	0.000133133	0	0	0	0.000724368	0	0	0.000424755	0	0	0	0	0	0	0.000270568	0.000198317	0	0.001234806	0	0.000130826	0	0.00046217
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH94	0.011379801	0	0.006612854	0.002241981	0.016127263	0.016262057	0.013928424	0.009160604	0.032458398	0.007866515	0.008947006	0.004317367	0.014429081	0.006747638	0.00750402	0.007439446	0.009338476	0.007090016	0.007165827	0.006265132	0.008943089	0.022483485	0.022224969	0.00994575	0.002661972	0.000986059	0.003787947	0.002974757	0.001853107	0.000803288	0.012506556	0.002976288	0.007602023	0.017541464
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH95	0	0.034627396	0.031415795	0.035344728	0.011519473	0.045058478	0.011114491	0.020669169	0.009504203	0.017520427	0.019910912	0.024926686	0.040307601	0.015205946	0.018504811	0.027014335	0.010336929	0.016026391	0.02385507	0.021712045	0.012327858	0.032378486	0.017527812	0.01416516	0.038547078	0.024617477	0.024044445	0.027665241	0.039698844	0.033592023	0.027414185	0.035693649	0.016412736	0.04385366
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97	0.044096728	0.059505627	0.062301046	0.042386847	0.042406853	0.022039979	0.057712783	0.068909088	0.027140161	0.065240022	0.046417374	0.058192815	0.070218148	0.077170174	0.057160724	0.036875927	0.06568257	0.043254022	0.062962082	0.057419757	0.055135225	0.05647806	0.043114957	0.057805907	0.047975613	0.049268956	0.062266635	0.046647024	0.036151468	0.037329633	0.04546885	0.047773235	0.045834791	0.059441404
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH98	0	0	0	0	0	0	0	0	0	0	0	0.000672043	0	0	0	0	0	0	0	0	0	0.001030139	0.001829419	0	0	0	0	0	0	0	0	0.000207141	0	0.007447244
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH99	0	0	0.001856905	0	0.000582303	0	0.000456313	0	0.000892091	0.001325817	0.000353674	0	0.001863862	0.001615632	0.002271625	0.000778547	0.00015662	0.000972415	0.000620418	0.000771638	0.000796416	0.00127586	0.002645241	0.001235684	0.000188914	0	0.001046195	0	0.001895464	0.002283726	0	0	0	0.001733139
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT1	0	0	0	0	0.000565425	0	0	0	0.000926402	0	0	0	0	0	0	0	0	0.000824707	0	0	0	0	0.000543881	0.000783605	0.000549569	0	0	0.000524124	0	0.000458073	0	0	0.000763383	0.000504186
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT10	0	0	0	0	0.000194101	0	0	0	0.000377423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152691	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT101	0	0	0	0	0	0	0	0	0	0.000147313	0	0.000386934	0	0	0.000523239	0.000383094	0	0.000209254	0	0	0	0	0	0	0	0	0	0	0.000201194	0.001082115	0.000151524	0.000446988	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269145	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT11	0.003698435	0.000531911	0	0.000488637	0.000135027	0	0	0	0	6.87E-05	0	0	0	0.001197468	0	0.002558082	0	0	0	0	0.000232288	0	0	0	0	0	0	0.000212483	0.000434156	0	0	0.000730444	0.000572537	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99E-05	0.000119924	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT14	0	0.001185401	0.002823253	0.00060361	0.000945188	0	0.003237652	0.001921059	0.001544004	0.003113215	0.001433815	0.001598648	0.00285919	0.003858509	0.002322673	0.002310924	0.001761977	0.001612486	0.002378269	0.002470657	0.003119296	0.003751973	0.001236094	0	0.000231849	0.002346141	0.000649362	0.001076579	0	0	0.000116557	0.001101117	0.000413499	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT19	0	0.002735542	0.001686373	0.001245545	0.001873497	0.00787475	0.003400621	0.002917163	0.001887116	0.002759664	0.003546303	0.003859156	0.003017681	0.002794092	0.003739248	0.004609491	0.00512931	0.003446536	0.002512693	0.002725509	0.003666833	0.00383703	0.004746601	0.008468957	0.004207634	0.004046243	0.003517379	0.003654702	0.001376594	0.001467161	0.003636576	0.00339057	0.006456948	0.004443137
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2	0.036984353	0.030630466	0.021468092	0.031435634	0.031883202	0.034108383	0.033528172	0.026788097	0.035546406	0.031731223	0.039372563	0.030598322	0.01958957	0.03012678	0.033512851	0.025222442	0.034573895	0.036065533	0.024330724	0.027594897	0.030131077	0.026358318	0.027194067	0.03761302	0.038624361	0.037198232	0.031566226	0.032141542	0.027902495	0.022272972	0.025968879	0.031136549	0.037628423	0.031511612
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT20	0	0	0.000985296	0.002768942	0.002109794	0	0.002640099	0.002614774	0	0	0.001672784	0.001822662	0	0.00058923	0	0.000902126	0	0.001920213	0	0.001139758	0.001377136	0	0	0	0.000601091	0.003264196	0.000937968	0.002549792	0.002943793	0.003505255	0	0.003085309	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT21	0	0	0	0.000622772	0.000599181	0	0.00014124	0.000604778	0	0.00034373	0.000449262	0.000651678	0.001014347	0	0.000421144	0	0	0.000480053	0.000258507	0.000552181	0.0004148	0.001143548	0.001013597	0	0.000626852	0.000646039	0	0.00056662	0.001154221	0	0.000874177	0.000534206	0	0.000934844
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001235684	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT23	0	0.000402733	0.000928452	0.000574867	0.000236297	0	0	0.000498052	0	0	0.000124264	0	0	0	0.000816764	0.000519031	0	0.000763161	0.000320549	0.0003752	0.000199104	0	0	0.000602773	0.001030441	0	0	0.000481627	0.001715447	0.00068379	0	0.001079313	0.001463151	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002394936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT26	0	0.000797866	0.00066318	0.001322194	0.000497911	0.002469596	0	0	0.001784183	0.000687461	0.000143382	0.000763685	0.000906572	0.001444565	0.000625335	0	7.83E-05	0.00025849	0	0.000807034	0.0016592	0.000614303	0.001829419	0.00045208	0.000790005	0.00017001	0.001244611	0.000339972	0.002753187	0.000331937	0.001480273	0.000577814	0.000318076	0.000630232
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27	0.009957326	0.003176268	0.003012733	0.002596482	0.003004346	0.006849634	0.004519676	0.002632562	0.003534054	0.003496229	0.002657337	0.005875285	0.002123788	0.003839501	0.00296077	0.002545724	0.005873255	0.004357406	0.003629445	0.002364468	0.003666833	0.002013023	0.004622991	0.005997589	0.003967198	0.005746345	0.005212937	0.003272233	0	0.001772544	0.002750743	0.004873262	0.004739336	0.001827673
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28	0.007965861	0.002135242	0.002046385	0.001609627	0.003122495	0.003261731	0.002238109	0.001583095	0.005180992	0.002082024	0.002427927	0.00243361	0.001103102	0.003041189	0.002539626	0.002632229	0.003582686	0.003938898	0.002150782	0.001713177	0.00257176	0.0017484	0.003386897	0.004581073	0.001717402	0.003638218	0.003950288	0.002932261	0.00091067	0.001692879	0.002121336	0.002649223	0.003594262	0.002163797
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT3	0	0.003062287	0	0.001235964	0.002236381	0.004380038	0.001640555	0.001743183	0.003225253	0.002239158	0.003106599	0.00325839	0.000969969	0.003364315	0.002794865	0.000370737	0.005462127	0.00116936	0.001468322	0.001253026	0.001592832	0	0.003856613	0.008740205	0.005564381	0.002380143	0.003896174	0.003541377	0.000667118	0.000385047	0.002051402	0.003968384	0.009605903	0.004905308
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT30	0	0.005539472	0.002141125	0.001350937	0.001890375	0.001770654	0.000564959	0.002365748	0.001200892	0.002357008	0.002609543	0.001904122	0.002529527	0.002052803	0.001505909	0.001309936	0.00338691	0.002597211	0.00205772	0.001826445	0.001675792	0.002504466	0.00538937	0.00310428	0.002455884	0.002244135	0.002705677	0.001912344	0.001906053	0.000451434	0.002004779	0.002594712	0.002449187	0.002783526
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT31	0	0	0	0	0	0	0	0	6.86E-05	4.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190846	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT32	0.000284495	0.000113981	0	0.00025869	0	0	0.000195563	0	3.43E-05	7.86E-05	0.000172058	9.16E-05	0.000240907	0.000456178	0.000165905	0.000321305	0	0.000283108	3.10E-05	0.000141585	9.96E-05	0.000207918	0	0	6.01E-05	0	0.000342719	0.000439131	0.000222373	1.33E-05	5.83E-05	6.54E-05	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35	0.046941679	0.010121504	0.013737305	0.011938068	0.020819444	0.028889614	0.0165142	0.015937672	0.036061074	0.01765792	0.024785884	0.018084066	0.00951584	0.011518504	0.013068225	0.011814137	0.024843869	0.020051452	0.015065816	0.00918886	0.016260163	0.017493455	0.020667491	0.023297167	0.019930445	0.03216593	0.016973611	0.018811797	0.005802872	0.012188726	0.015676904	0.017530662	0.023028722	0.017037278
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT39	0	0	0	0	0.000607621	0	0	0	0.001681249	0	0	0	0	0.000532208	0	0	0	0	0	0	0	0.00011341	0	0	0	0	0	0	0.000116481	0	0	0	0.000890614	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4	0.016500711	0.009384427	0.009019251	0.016671138	0.016135702	0.015609711	0.010430021	0.009320692	0.016503688	0.014986644	0.013458744	0.011577468	0.007252579	0.012259794	0.018326144	0.008860603	0.013919615	0.012850654	0.008520407	0.011963924	0.016110835	0.008467929	0.012410383	0.016305003	0.011214632	0.018157089	0.011435993	0.017055274	0.015259011	0.009446927	0.008531966	0.014369038	0.02172461	0.006501896
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT5	0	0	0.0009474	0.001734182	0.004574033	0.002096827	0.002564047	0.000693716	0.009023846	0.002906977	0.001682343	0.000794233	0.000114114	0.000418164	0.001352766	0.001248146	0.000763523	0.004418951	0.00137526	0.00055926	0.00116144	0.002116982	0.008207664	0	0.001073376	0.003094186	0.003968326	0.001175737	0.000540048	0.002622302	0.003659887	0.000141728	0.001367728	0.000441163
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51	0.0056899	0.002758338	0.001989541	0.002807266	0.00399173	0.010623922	0.004074227	0.003255127	0.006450506	0.004556882	0.003813948	0.002759449	0.005851512	0.00429568	0.004760203	0.002990608	0.007615654	0.004234315	0.003174472	0.002583924	0.003650241	0.007097561	0.006946848	0.00596745	0.003512086	0.003774226	0.006980645	0.004773777	0.002170782	0.004507704	0.007646133	0.004524394	0.010401094	0.006428369
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000467744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT6	0	0.00035714	0	0	0	0	0	0	0	0	0	0.000356386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT8	0	0.001428561	0	0.000718584	0.000548546	0	0.000771387	0.00051584	0.002333162	0.000176776	0.001175728	0.001476458	0	0.002508981	0.000102096	0	0	0.000307726	0.000196466	0	0.000945744	0.000680459	0.001804697	0.000813743	0.001768924	0.001054063	0.001280687	0	0	0	0	0.000348869	0.000986036	0.000420155
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT81	0	0	0	0	0	0	0	0	0	0	0.000334557	0	0	0	0	0	0	0	0	0	0	0	0.000741656	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83	0.010810811	0.008221822	0.005949674	0.007722378	0.005038187	0.0036345	0.002944308	0.003646454	0.003602676	0.002347187	0.003727919	0.006241854	0.007677336	0.001368535	0.003164961	0.005202669	0.004072124	0.007311579	0.003960335	0.004601509	0.005757425	0.010433698	0.006081582	0.005786618	0.006225581	0.005984359	0.004707877	0.005397059	0.011076284	0.001599936	0.009009849	0.006039793	0.004802952	0.010839995
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433906	0	0.000665636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT87	0	0	0	0	0.000244736	0	0	0	0	0	0	0	0.000133133	0	0.000472192	0	0.001272539	0	0	0	0	0	0	0	0.000472285	0.000374022	0	0.000453296	0	0.00015933	0	0.000163532	0.001431343	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000988875	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT9	0	0.001208198	0.000738972	0.001245545	0.001907253	0.007408788	0.002466265	0.001796546	0.001887116	0.002455217	0.00186396	0.001405181	0.003030361	0.0028131	0.003458485	0.001248146	0.003876348	0.003594244	0.00206806	0.002229962	0.003036336	0.003260531	0.006749073	0.004761905	0.002490232	0.001224073	0.00142499	0.003371391	0.000963616	0.001838931	0.003426773	0.002899973	0.002989917	0.004653215
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT90	0	0.000197567	0	0.000162879	0.000278493	0	0.000249886	0	0.000240178	0.000274984	0.000372792	0.000285109	0.000145812	0	0.000497716	0	0.001037608	0.00025849	0.000175785	0	0	0	0.000642769	0.000934298	0.000686961	0.000884053	0.001118346	0.000439131	0	0	0	0.000665031	0.001399536	0.000283605
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT92	0	0	0	0.000632354	0	0.002516192	0	0	0	0	0	0	0	0	0	0.000692042	0	0	0	0	0	0.00023627	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT94	0	0	0	0	0	0.000232981	0.00028248	0	0	0	0	0	0.000107774	0	0	0	0	0	0	9.20E-05	0	0	0	0.000572634	0.000738483	0	0	0.001119075	0	0.002270449	0.000687686	0	0.001113267	0
L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT99	0	0	0	0	0.000346006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1	0	0.001975669	0.000492648	0.001264707	0.001291194	0.004286846	0.000662741	0.001227343	0.000308801	0.001453488	0.000334557	0.00173102	0.006010004	0.000494193	0.000727431	0.00467128	0.000176198	0.000603144	0.000103403	0.002520211	0	0.005490922	0.01421508	0	0.001940664	0.000884053	0	0.00110491	0.004246262	0.00432182	0	0.002551104	0.000254461	0.004180541
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL10	0	0.004574433	0.001383204	0.003640823	0.001248998	0.004659615	0	0.001298493	0	0.001983815	0.004224975	0.003981346	0.00019653	0	0.001722862	0.004362333	0.00031324	0.001464778	0.003350257	0.0022512	0.001343952	0.000444188	0	0	0.004679919	0.003978239	0.000739552	0.001855682	0.006544115	0	0	0.003575906	0.000477114	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL11	0	0.012021185	0.002747461	0.018309508	0.004987552	0	0.002172921	0.006599192	0.003122319	0.002916798	0.008124952	0.008868931	0.015830148	0.00066526	0.005640777	0.001507662	0.003915503	0.006683817	0.003277875	0.008551728	0.003500913	0.012758598	0.020494438	0	0.00519514	0.009180551	0.008333484	0.008796782	0.015852006	0.00811254	0.007284807	0.006541292	0.001653997	0.010629917
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL12	0	0.000767471	0.001155828	0.003123443	0.000278493	0	0.000119511	0.001529732	0	0.000883878	0.001844842	0.00173102	5.71E-05	9.50E-05	0.001059241	0.000333663	0	0.000886252	0.000579057	0.000530943	4.98E-05	0.000746614	0.002175525	0.000482218	0.003074149	0.00149609	0.000216454	0.000807434	0.001927231	0.001825653	0.000944111	0.001940583	0.001431343	0.000115543
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL13	0	0.002188433	0	0.000737746	0	0	0	0.000853804	0	0.000589252	0.002523515	0.002667807	0	0.001083424	0.000612573	0.000704399	0	0	0.000320549	0.00028317	0	0	0	0	0.00235284	0.001768106	0	0.000467462	0.000508281	0.002150952	0	0.00187517	0.000699768	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL15	0	0.001382968	0.00132636	0.000459893	0.000151905	0	0	0.002009997	0	0.000461581	0.000908083	0.001211714	0.000101435	0.001235483	0.001033717	0.000840336	0.000117465	0.000320035	0.000165445	0.000707925	0.000348432	0	0.002521632	0	0.002146752	0.001360082	0	0.000949089	0.001133042	0.001274638	0	0.003205233	0.000763383	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL17	0	0.000144376	0.000814764	0.000134136	8.44E-05	0	0	0.000533627	0	0.000137492	4.78E-05	6.11E-05	0	0	0.000676383	0.000346021	0	0.000221563	2.07E-05	0.000460151	0	0	0	0.000421941	0.000188914	0	0	0	0.000677708	0.000962617	0	0.000185337	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL21	0	0.000402733	0	0.000124554	0	0	0	8.89E-05	0	4.91E-05	0.000324998	0.000539671	0	0	0	0	0	0	1.03E-05	0	0	0	0	0	0.000231849	0.000374022	0	0	0	0	0	0.000228945	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL22	0.003129445	0.001322178	0.00018948	0.000488637	0.000346006	0	0	0.000551415	0	0.000549969	0.000802936	0.001120072	0.000729062	0.000475186	0.000612573	0.001062778	0.000704791	0.000800089	0.000878925	0	9.96E-05	0.000793868	0.000865266	0.000994575	0.001159246	0.000816049	0.001695557	0.000439131	0.000328265	0.001274638	0.000338015	4.36E-05	0.000349884	0.001176434
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL25	0	0	0	0	0	0	0	0	0.001475382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL26	0.017354196	0.00512914	0.00674549	0.012263826	0.003730115	0	0.001640555	0	0.003534054	0.004890792	0.00473159	0.006140029	0.000735401	0.001444565	0.004326297	0.003633218	0.005148887	0.003052646	0.00345366	0.006973056	0.003633649	0.001323114	0.00091471	0.003556359	0.004834485	0.003434206	0.009181262	0.005127915	0.009731458	0.007076897	0	0.005156718	0	0
