#queryid	MCT.f.0562	MCT.f.0564	MCT.f.0565	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0572	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578	taxonomy
cazy_0272_gene_16088	0.0	2.0	8.0	4.0	1.0	3.0	3.0	0.0	3.0	4.0	2.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0300_gene_16784	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0319_gene_17319	2.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0328_gene_17469	1.0	4.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0330_gene_17538	1.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0390_gene_19215	0.0	1.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0393_gene_19328	0.0	2.0	2.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0396_gene_19389	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0409_gene_19707	2.0	6.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0453_gene_21388	0.0	1.0	1.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0468_gene_21678	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0478_gene_2233	0.0	2.0	1.0	0.0	1.0	8.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0496_gene_2787	0.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0527_gene_3542	0.0	3.0	1.0	2.0	2.0	6.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0540_gene_3711	0.0	1.0	1.0	2.0	2.0	5.0	4.0	0.0	0.0	1.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0556_gene_4055	0.0	6.0	1.0	1.0	0.0	6.0	8.0	0.0	0.0	3.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0635_gene_5481	0.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0683_gene_6268	0.0	0.0	1.0	3.0	1.0	10.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0735_gene_7027	0.0	4.0	1.0	1.0	2.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0737_gene_7155	0.0	2.0	1.0	3.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0885_gene_9730	0.0	2.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0003_gene_1004	4.0	11.0	1.0	12.0	1.0	42.0	14.0	1.0	3.0	7.0	3.0	3.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0005_gene_1005	1.0	12.0	2.0	8.0	4.0	41.0	19.0	0.0	2.0	10.0	3.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0158_gene_13063	5.0	7.0	9.0	7.0	5.0	8.0	14.0	0.0	2.0	0.0	2.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0288_gene_16519	1.0	3.0	8.0	4.0	1.0	3.0	13.0	0.0	2.0	3.0	2.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0721_gene_675	3.0	17.0	1.0	9.0	9.0	32.0	28.0	1.0	2.0	13.0	8.0	1.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0723_gene_676	1.0	13.0	12.0	18.0	11.0	51.0	25.0	0.0	2.0	8.0	6.0	1.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0726_gene_679	4.0	21.0	4.0	18.0	4.0	31.0	12.0	0.0	3.0	5.0	6.0	1.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0212_gene_14551	0.0	4.0	2.0	4.0	5.0	2.0	3.0	0.0	2.0	2.0	3.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH112
cazy_0725_gene_6785	0.0	4.0	5.0	11.0	12.0	6.0	16.0	1.0	5.0	13.0	5.0	1.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH112
cazy_0717_gene_6582	1.0	8.0	15.0	11.0	5.0	13.0	10.0	0.0	5.0	7.0	12.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH115
cazy_0452_gene_21151	0.0	3.0	1.0	2.0	4.0	10.0	8.0	0.0	2.0	0.0	4.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH116
cazy_0221_gene_14730	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH120
cazy_0324_gene_17417	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH120
cazy_0724_gene_6767	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH120
cazy_0098_gene_11764	1.0	7.0	9.0	6.0	8.0	15.0	16.0	0.0	0.0	3.0	6.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0100_gene_11860	2.0	4.0	5.0	6.0	3.0	7.0	2.0	0.0	1.0	5.0	1.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0141_gene_12659	3.0	4.0	8.0	5.0	5.0	5.0	6.0	0.0	1.0	2.0	2.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0223_gene_1477	1.0	14.0	2.0	5.0	7.0	31.0	17.0	0.0	7.0	13.0	7.0	3.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0290_gene_16565	1.0	2.0	8.0	3.0	4.0	3.0	1.0	0.0	1.0	5.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0364_gene_18517	1.0	6.0	2.0	7.0	5.0	7.0	12.0	0.0	1.0	0.0	6.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0511_gene_3208	2.0	7.0	12.0	13.0	7.0	4.0	10.0	0.0	2.0	1.0	3.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0754_gene_7426	0.0	5.0	1.0	7.0	8.0	15.0	7.0	0.0	2.0	7.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0394_gene_19360	0.0	2.0	2.0	6.0	6.0	6.0	4.0	0.0	2.0	2.0	3.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0420_gene_200	4.0	4.0	3.0	6.0	3.0	33.0	13.0	1.0	2.0	11.0	3.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0734_gene_6995	3.0	4.0	6.0	8.0	4.0	4.0	3.0	0.0	1.0	3.0	1.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0887_gene_974	2.0	21.0	5.0	12.0	9.0	40.0	22.0	1.0	12.0	9.0	7.0	4.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0021_gene_10297	1.0	3.0	6.0	5.0	3.0	4.0	6.0	0.0	2.0	3.0	3.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0027_gene_10446	2.0	18.0	16.0	15.0	7.0	6.0	4.0	1.0	2.0	3.0	4.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0133_gene_12449	2.0	3.0	4.0	1.0	2.0	3.0	5.0	0.0	0.0	2.0	3.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0185_gene_13576	4.0	9.0	7.0	7.0	4.0	7.0	8.0	0.0	1.0	1.0	8.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0653_gene_5795	2.0	11.0	15.0	12.0	8.0	4.0	14.0	1.0	6.0	6.0	1.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH129
cazy_0062_gene_11012	1.0	0.0	0.0	2.0	2.0	4.0	5.0	0.0	3.0	5.0	1.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0117_gene_12244	2.0	9.0	8.0	7.0	11.0	5.0	3.0	0.0	2.0	2.0	4.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0125_gene_12337	1.0	4.0	1.0	1.0	1.0	12.0	11.0	0.0	1.0	3.0	2.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0188_gene_13633	2.0	5.0	5.0	4.0	0.0	4.0	8.0	0.0	1.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0231_gene_14927	0.0	0.0	4.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0296_gene_16677	1.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0419_gene_2003	1.0	13.0	4.0	8.0	3.0	37.0	17.0	0.0	3.0	12.0	5.0	1.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0537_gene_3609	0.0	8.0	3.0	3.0	2.0	21.0	22.0	0.0	2.0	5.0	1.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0548_gene_3882	0.0	6.0	2.0	1.0	6.0	2.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0554_gene_4053	0.0	7.0	2.0	8.0	4.0	19.0	9.0	0.0	2.0	8.0	4.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0577_gene_4302	0.0	2.0	0.0	6.0	4.0	3.0	5.0	0.0	3.0	5.0	1.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0581_gene_4348	0.0	6.0	3.0	4.0	4.0	2.0	5.0	0.0	3.0	0.0	2.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0594_gene_4667	1.0	0.0	3.0	0.0	3.0	0.0	5.0	0.0	4.0	1.0	4.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0703_gene_6429	2.0	7.0	2.0	2.0	3.0	13.0	5.0	1.0	1.0	3.0	2.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0710_gene_6524	1.0	2.0	1.0	2.0	3.0	8.0	4.0	0.0	1.0	0.0	2.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0747_gene_7349	0.0	11.0	8.0	7.0	3.0	5.0	2.0	0.0	2.0	0.0	0.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0780_gene_8061	2.0	12.0	3.0	9.0	3.0	27.0	10.0	0.0	4.0	8.0	17.0	5.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0807_gene_8394	1.0	5.0	5.0	8.0	3.0	3.0	4.0	0.0	1.0	0.0	10.0	1.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0825_gene_868	2.0	10.0	1.0	4.0	6.0	14.0	8.0	2.0	2.0	12.0	7.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0826_gene_869	1.0	12.0	0.0	4.0	5.0	15.0	7.0	1.0	5.0	8.0	4.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0829_gene_870	1.0	7.0	3.0	3.0	1.0	19.0	11.0	1.0	1.0	5.0	4.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0874_gene_953	1.0	6.0	4.0	7.0	4.0	10.0	10.0	2.0	5.0	5.0	9.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0116_gene_12238	0.0	5.0	3.0	3.0	4.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0192_gene_13797	0.0	9.0	5.0	8.0	3.0	3.0	4.0	0.0	1.0	0.0	1.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0361_gene_18461	4.0	3.0	8.0	5.0	1.0	12.0	3.0	1.0	2.0	6.0	3.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0366_gene_18603	0.0	0.0	1.0	7.0	0.0	3.0	3.0	0.0	1.0	2.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0385_gene_19157	1.0	2.0	2.0	8.0	2.0	9.0	13.0	0.0	1.0	1.0	1.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0884_gene_972	1.0	9.0	4.0	5.0	9.0	23.0	15.0	0.0	7.0	6.0	2.0	1.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0081_gene_11380	1.0	6.0	0.0	2.0	2.0	15.0	9.0	2.0	1.0	3.0	5.0	4.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0169_gene_13210	1.0	4.0	3.0	3.0	5.0	10.0	7.0	2.0	2.0	7.0	3.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0631_gene_544	4.0	14.0	6.0	11.0	6.0	42.0	17.0	0.0	9.0	13.0	8.0	5.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0702_gene_6423	0.0	6.0	5.0	2.0	2.0	4.0	4.0	0.0	2.0	1.0	2.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0392_gene_19321	2.0	1.0	3.0	4.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH137
cazy_0109_gene_12072	1.0	0.0	8.0	6.0	1.0	2.0	5.0	0.0	2.0	2.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH139
cazy_0353_gene_18334	1.0	4.0	5.0	1.0	5.0	9.0	6.0	0.0	1.0	3.0	4.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH141
cazy_0193_gene_13913	0.0	9.0	8.0	9.0	5.0	10.0	7.0	0.0	1.0	6.0	6.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0879_gene_9596	6.0	9.0	3.0	12.0	4.0	20.0	18.0	1.0	3.0	4.0	3.0	1.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0147_gene_12913	4.0	3.0	5.0	4.0	2.0	13.0	2.0	0.0	2.0	3.0	4.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0261_gene_15785	1.0	2.0	3.0	6.0	1.0	5.0	7.0	0.0	5.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0403_gene_19614	1.0	4.0	2.0	2.0	2.0	5.0	7.0	0.0	2.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH16
cazy_0447_gene_20960	0.0	1.0	6.0	2.0	2.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH16
cazy_0334_gene_17608	0.0	5.0	4.0	3.0	4.0	5.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0827_gene_8699	0.0	6.0	2.0	3.0	2.0	9.0	8.0	0.0	1.0	1.0	7.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0054_gene_1083	2.0	15.0	4.0	6.0	10.0	48.0	28.0	2.0	4.0	7.0	7.0	3.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0056_gene_1085	3.0	21.0	4.0	11.0	11.0	43.0	22.0	0.0	5.0	10.0	9.0	1.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0077_gene_11296	3.0	1.0	10.0	9.0	4.0	5.0	10.0	0.0	4.0	4.0	6.0	1.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0091_gene_11563	2.0	7.0	9.0	6.0	13.0	5.0	5.0	0.0	2.0	3.0	3.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0104_gene_11951	6.0	6.0	12.0	7.0	6.0	19.0	8.0	0.0	4.0	1.0	3.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0137_gene_12570	4.0	6.0	10.0	13.0	8.0	14.0	31.0	0.0	2.0	0.0	2.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0172_gene_13366	3.0	16.0	10.0	10.0	4.0	1.0	6.0	0.0	1.0	2.0	5.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0180_gene_1351	0.0	4.0	2.0	5.0	3.0	26.0	12.0	0.0	1.0	7.0	2.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0184_gene_1354	1.0	12.0	0.0	19.0	11.0	31.0	17.0	1.0	7.0	8.0	2.0	4.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0207_gene_1444	3.0	12.0	3.0	22.0	9.0	55.0	28.0	1.0	11.0	14.0	13.0	3.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0515_gene_3264	2.0	5.0	3.0	11.0	5.0	3.0	9.0	1.0	8.0	10.0	3.0	0.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0517_gene_3361	7.0	8.0	13.0	19.0	10.0	35.0	33.0	0.0	7.0	9.0	9.0	1.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0538_gene_3707	0.0	14.0	10.0	16.0	13.0	6.0	8.0	0.0	4.0	2.0	3.0	2.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0541_gene_3716	2.0	17.0	6.0	12.0	10.0	54.0	29.0	1.0	4.0	14.0	7.0	2.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0542_gene_3757	2.0	13.0	5.0	11.0	8.0	4.0	6.0	1.0	2.0	6.0	1.0	1.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0589_gene_4638	0.0	15.0	5.0	8.0	5.0	6.0	16.0	1.0	3.0	4.0	1.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0608_gene_4963	1.0	6.0	4.0	12.0	6.0	5.0	9.0	0.0	5.0	3.0	3.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0613_gene_4993	1.0	22.0	17.0	13.0	19.0	12.0	12.0	0.0	1.0	0.0	10.0	1.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0645_gene_5692	0.0	16.0	4.0	12.0	3.0	14.0	14.0	1.0	4.0	3.0	6.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0659_gene_5864	4.0	21.0	17.0	7.0	8.0	9.0	8.0	0.0	1.0	2.0	8.0	0.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0665_gene_5959	1.0	8.0	4.0	14.0	2.0	21.0	9.0	0.0	2.0	7.0	2.0	1.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0667_gene_5987	3.0	5.0	4.0	25.0	11.0	21.0	18.0	1.0	9.0	20.0	13.0	4.0	26.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0672_gene_6055	2.0	6.0	1.0	7.0	4.0	28.0	19.0	1.0	8.0	5.0	3.0	1.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0674_gene_6096	6.0	4.0	10.0	17.0	6.0	13.0	10.0	0.0	1.0	9.0	10.0	3.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0684_gene_6292	2.0	9.0	9.0	8.0	5.0	24.0	26.0	0.0	5.0	5.0	15.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0731_gene_6878	8.0	12.0	12.0	19.0	7.0	14.0	26.0	0.0	2.0	5.0	8.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0732_gene_6919	1.0	12.0	8.0	15.0	5.0	12.0	17.0	0.0	7.0	18.0	6.0	1.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0748_gene_7352	3.0	9.0	10.0	15.0	8.0	8.0	7.0	0.0	2.0	2.0	3.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0753_gene_7413	6.0	6.0	19.0	16.0	3.0	14.0	10.0	0.0	3.0	6.0	11.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0758_gene_7536	1.0	21.0	15.0	13.0	14.0	6.0	12.0	0.0	4.0	2.0	3.0	1.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0760_gene_7562	4.0	18.0	8.0	18.0	12.0	9.0	9.0	0.0	2.0	1.0	3.0	0.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0768_gene_775	3.0	23.0	11.0	26.0	11.0	75.0	22.0	0.0	6.0	17.0	7.0	2.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0771_gene_783	7.0	13.0	3.0	8.0	4.0	41.0	19.0	0.0	4.0	6.0	6.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
