#queryid	MCT.f.0206	MCT.f.0208	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221	taxonomy
cazy_0059_gene_11288	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	5.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0233_gene_15892	1.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	4.0	6.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0296_gene_17765	0.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0297_gene_17765	1.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	5.0	3.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0418_gene_21959	0.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	5.0	2.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0685_gene_6826	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0	4.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0028_gene_10350	3.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0037_gene_10598	0.0	0.0	3.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0101_gene_12362	0.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	10.0	4.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0328_gene_18827	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	4.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0160_gene_13941	1.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0219_gene_15200	0.0	0.0	1.0	0.0	5.0	0.0	2.0	1.0	2.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0437_gene_22555	1.0	0.0	4.0	0.0	1.0	1.0	4.0	1.0	1.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0553_gene_4103	1.0	0.0	5.0	0.0	2.0	6.0	3.0	4.0	7.0	8.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0021_gene_10291	1.0	0.0	1.0	0.0	6.0	4.0	0.0	7.0	7.0	7.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0117_gene_12850	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	4.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0161_gene_13942	1.0	0.0	2.0	0.0	0.0	2.0	3.0	3.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0196_gene_1475	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0209_gene_15044	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0268_gene_17028	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0290_gene_17695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0363_gene_1991	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0	6.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0407_gene_21642	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0443_gene_22675	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0465_gene_23936	0.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	2.0	0.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0576_gene_4795	1.0	0.0	2.0	2.0	3.0	0.0	2.0	5.0	1.0	6.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0714_gene_7510	2.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	2.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0811_gene_9357	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0075_gene_11672	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0082_gene_1191	0.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	5.0	2.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0102_gene_12402	2.0	0.0	1.0	0.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0217_gene_15159	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0474_gene_2471	3.0	0.0	1.0	0.0	4.0	1.0	12.0	11.0	5.0	0.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0502_gene_2960	2.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	2.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0535_gene_3518	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0641_gene_5910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0668_gene_6447	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0718_gene_7518	0.0	0.0	1.0	0.0	0.0	3.0	1.0	3.0	0.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0741_gene_7777	0.0	0.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0804_gene_9278	4.0	0.0	2.0	0.0	3.0	2.0	6.0	9.0	2.0	1.0	15.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0022_gene_10291	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	4.0	5.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0118_gene_12868	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0243_gene_16161	1.0	0.0	1.0	0.0	0.0	0.0	6.0	2.0	0.0	3.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0276_gene_17285	1.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0449_gene_22961	3.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	6.0	2.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0487_gene_2755	2.0	0.0	0.0	1.0	0.0	1.0	3.0	5.0	4.0	0.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0279_gene_17405	1.0	0.0	9.0	0.0	2.0	0.0	0.0	3.0	3.0	7.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE7
cazy_0580_gene_4877	0.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	4.0	2.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE7
cazy_0232_gene_15892	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE8
cazy_0441_gene_22600	0.0	0.0	3.0	0.0	1.0	0.0	1.0	2.0	4.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE8
cazy_0736_gene_7730	3.0	0.0	3.0	0.0	8.0	8.0	2.0	2.0	7.0	7.0	8.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE8
cazy_0077_gene_11714	11.0	0.0	1.0	0.0	0.0	1.0	9.0	1.0	2.0	6.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE9
cazy_0319_gene_18505	0.0	0.0	0.0	0.0	1.0	3.0	2.0	3.0	10.0	7.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE9
cazy_0368_gene_20146	10.0	0.0	6.0	0.0	5.0	3.0	4.0	8.0	7.0	5.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE9
cazy_0370_gene_20294	1.0	0.0	3.0	1.0	3.0	1.0	8.0	5.0	10.0	10.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE9
cazy_0040_gene_10737	1.0	0.0	1.0	0.0	0.0	0.0	4.0	8.0	4.0	4.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH1
cazy_0095_gene_12157	1.0	0.0	1.0	0.0	0.0	1.0	6.0	12.0	6.0	4.0	9.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH1
cazy_0351_gene_19650	0.0	0.0	0.0	0.0	1.0	1.0	4.0	1.0	3.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH1
cazy_0071_gene_11579	2.0	0.0	2.0	0.0	4.0	5.0	3.0	7.0	12.0	14.0	8.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH10
cazy_0320_gene_18530	0.0	0.0	2.0	0.0	1.0	1.0	4.0	4.0	3.0	4.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH10
cazy_0210_gene_15051	5.0	0.0	1.0	0.0	9.0	4.0	5.0	9.0	11.0	10.0	8.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0272_gene_17142	1.0	0.0	0.0	1.0	2.0	4.0	4.0	1.0	8.0	2.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0283_gene_17578	0.0	0.0	3.0	0.0	6.0	8.0	8.0	4.0	10.0	11.0	11.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0384_gene_20787	3.0	0.0	10.0	0.0	2.0	2.0	6.0	7.0	14.0	8.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0619_gene_5514	10.0	0.0	2.0	0.0	0.0	1.0	7.0	4.0	2.0	3.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0068_gene_11506	1.0	1.0	4.0	0.0	2.0	5.0	5.0	4.0	22.0	17.0	12.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0175_gene_14139	2.0	0.0	2.0	1.0	5.0	3.0	13.0	10.0	1.0	0.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0304_gene_17936	2.0	0.0	2.0	0.0	1.0	6.0	3.0	4.0	2.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0477_gene_2634	6.0	0.0	4.0	0.0	19.0	8.0	8.0	15.0	27.0	14.0	21.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0482_gene_2735	1.0	0.0	6.0	0.0	8.0	4.0	11.0	14.0	28.0	17.0	15.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0661_gene_6202	3.0	0.0	4.0	1.0	5.0	9.0	10.0	20.0	1.0	0.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0220_gene_15225	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH108
cazy_0816_gene_9503	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH108
cazy_0091_gene_12102	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0198_gene_14786	3.0	0.0	1.0	1.0	4.0	0.0	7.0	4.0	6.0	2.0	13.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0227_gene_15649	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	1.0	0.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0238_gene_16037	1.0	0.0	0.0	0.0	3.0	0.0	5.0	1.0	2.0	5.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0248_gene_16278	5.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0288_gene_17645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0325_gene_18667	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0371_gene_20360	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0399_gene_21384	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0425_gene_2214	6.0	0.0	3.0	0.0	6.0	0.0	11.0	15.0	6.0	1.0	16.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0440_gene_22594	4.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0512_gene_3076	0.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	6.0	3.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0521_gene_3343	1.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	3.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0581_gene_4921	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0591_gene_5051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0646_gene_596	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	10.0	5.0	8.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0683_gene_6802	4.0	0.0	0.0	0.0	0.0	3.0	1.0	7.0	5.0	2.0	11.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0705_gene_7178	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0109_gene_12499	0.0	0.0	2.0	0.0	4.0	6.0	8.0	12.0	21.0	16.0	10.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0605_gene_5223	11.0	0.0	3.0	0.0	4.0	0.0	8.0	9.0	8.0	8.0	7.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH112
cazy_0802_gene_9262	1.0	0.0	5.0	0.0	2.0	9.0	5.0	10.0	21.0	18.0	18.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH115
cazy_0809_gene_9312	1.0	0.0	4.0	1.0	4.0	0.0	4.0	4.0	6.0	0.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH117
cazy_0133_gene_13172	3.0	0.0	4.0	1.0	12.0	2.0	5.0	13.0	20.0	15.0	14.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0183_gene_14330	4.0	0.0	0.0	0.0	4.0	3.0	10.0	7.0	1.0	1.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0014_gene_10136	0.0	0.0	2.0	2.0	3.0	5.0	11.0	3.0	5.0	1.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0080_gene_11778	1.0	0.0	3.0	0.0	8.0	7.0	7.0	5.0	18.0	6.0	16.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0520_gene_3270	2.0	0.0	6.0	1.0	16.0	13.0	21.0	19.0	31.0	27.0	16.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0529_gene_3428	1.0	0.0	2.0	0.0	1.0	0.0	3.0	3.0	9.0	5.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0638_gene_5878	4.0	0.0	8.0	0.0	9.0	25.0	16.0	17.0	31.0	18.0	34.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0772_gene_8527	8.0	1.0	4.0	0.0	8.0	3.0	8.0	13.0	35.0	21.0	30.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0006_gene_10084	0.0	0.0	4.0	0.0	2.0	2.0	5.0	5.0	10.0	4.0	11.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0016_gene_10155	3.0	0.0	2.0	0.0	2.0	1.0	4.0	9.0	0.0	2.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0031_gene_10446	0.0	0.0	5.0	0.0	5.0	2.0	4.0	5.0	18.0	6.0	16.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0043_gene_1075	11.0	0.0	1.0	0.0	3.0	2.0	8.0	16.0	3.0	2.0	12.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0049_gene_1089	14.0	0.0	4.0	0.0	10.0	20.0	44.0	60.0	29.0	7.0	58.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0081_gene_11819	6.0	0.0	1.0	1.0	3.0	0.0	3.0	4.0	4.0	4.0	8.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0090_gene_12099	3.0	0.0	0.0	1.0	1.0	3.0	3.0	3.0	2.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0124_gene_12974	8.0	0.0	7.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0132_gene_13163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0155_gene_13826	0.0	0.0	2.0	0.0	3.0	3.0	8.0	6.0	22.0	9.0	13.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0253_gene_16599	3.0	0.0	5.0	0.0	0.0	5.0	6.0	7.0	0.0	0.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0259_gene_1668	17.0	0.0	1.0	2.0	1.0	0.0	9.0	7.0	3.0	5.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0274_gene_17232	1.0	0.0	0.0	1.0	2.0	0.0	1.0	6.0	0.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0298_gene_17813	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	6.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0300_gene_17837	1.0	0.0	3.0	0.0	4.0	3.0	6.0	3.0	9.0	9.0	5.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0311_gene_18172	1.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0315_gene_1827	4.0	0.0	1.0	0.0	2.0	2.0	6.0	5.0	2.0	0.0	6.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0397_gene_21329	0.0	0.0	2.0	0.0	2.0	1.0	1.0	6.0	3.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0429_gene_22229	3.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	4.0	5.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0468_gene_24036	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	2.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0475_gene_2514	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	13.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0499_gene_2940	7.0	0.0	2.0	2.0	7.0	7.0	27.0	32.0	15.0	4.0	29.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0556_gene_4369	0.0	0.0	1.0	0.0	2.0	4.0	7.0	3.0	0.0	0.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0557_gene_4370	4.0	0.0	0.0	0.0	5.0	1.0	9.0	6.0	4.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0578_gene_4823	7.0	0.0	4.0	1.0	1.0	2.0	8.0	4.0	0.0	5.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0584_gene_4955	3.0	0.0	4.0	2.0	6.0	2.0	9.0	28.0	7.0	15.0	16.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0700_gene_7135	16.0	0.0	3.0	0.0	12.0	10.0	45.0	46.0	23.0	4.0	41.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0720_gene_7527	2.0	0.0	3.0	0.0	1.0	3.0	3.0	6.0	4.0	2.0	4.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0830_gene_9846	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	8.0	16.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
