#queryid	MCT.f.0325	MCT.f.0326	MCT.f.0327	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340	taxonomy
cazy_0376_gene_18160	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_AuxiliaryActivities;L4_AA6
cazy_0013_gene_1032	5.0	8.0	2.0	9.0	2.0	1.0	8.0	10.0	3.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0024_gene_10473	11.0	8.0	3.0	5.0	0.0	1.0	7.0	11.0	1.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0026_gene_10534	7.0	6.0	0.0	1.0	3.0	1.0	0.0	14.0	2.0	2.0	6.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0073_gene_11280	7.0	6.0	2.0	0.0	1.0	1.0	4.0	5.0	0.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0080_gene_11408	1.0	4.0	0.0	0.0	0.0	0.0	8.0	6.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0090_gene_11522	5.0	8.0	0.0	0.0	0.0	4.0	6.0	12.0	2.0	7.0	5.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0137_gene_12453	9.0	4.0	4.0	4.0	0.0	4.0	7.0	13.0	2.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0142_gene_12484	7.0	8.0	5.0	2.0	0.0	3.0	7.0	6.0	2.0	6.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0152_gene_12808	5.0	3.0	1.0	0.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0153_gene_1282	7.0	11.0	3.0	11.0	3.0	3.0	4.0	11.0	4.0	4.0	3.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0348_gene_17308	3.0	2.0	0.0	2.0	1.0	2.0	8.0	6.0	1.0	3.0	5.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0377_gene_18192	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0421_gene_19449	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0427_gene_1960	11.0	14.0	2.0	9.0	2.0	3.0	11.0	3.0	6.0	3.0	9.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0430_gene_19712	1.0	2.0	0.0	7.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0449_gene_20668	4.0	7.0	4.0	2.0	0.0	3.0	1.0	4.0	1.0	1.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0458_gene_20980	2.0	5.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0488_gene_21820	2.0	6.0	3.0	1.0	3.0	1.0	4.0	7.0	1.0	2.0	5.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0515_gene_2449	11.0	8.0	6.0	3.0	2.0	5.0	5.0	11.0	3.0	2.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0516_gene_2524	6.0	5.0	5.0	4.0	0.0	3.0	1.0	7.0	1.0	4.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0523_gene_2579	12.0	9.0	5.0	3.0	3.0	2.0	11.0	16.0	2.0	4.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0557_gene_3432	6.0	3.0	4.0	1.0	6.0	1.0	2.0	8.0	1.0	2.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0558_gene_3433	9.0	11.0	2.0	6.0	0.0	8.0	7.0	10.0	5.0	3.0	3.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0590_gene_4158	10.0	5.0	4.0	10.0	0.0	3.0	4.0	8.0	6.0	9.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0591_gene_4161	5.0	3.0	3.0	9.0	4.0	2.0	3.0	5.0	7.0	1.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0632_gene_4630	4.0	6.0	0.0	11.0	0.0	2.0	1.0	3.0	7.0	3.0	3.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0749_gene_6851	6.0	2.0	4.0	6.0	0.0	1.0	3.0	2.0	4.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0779_gene_7549	13.0	28.0	7.0	9.0	4.0	5.0	15.0	17.0	3.0	3.0	7.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0811_gene_8217	3.0	3.0	1.0	2.0	0.0	2.0	3.0	4.0	1.0	1.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE1
cazy_0025_gene_10523	9.0	13.0	5.0	6.0	1.0	2.0	8.0	17.0	5.0	5.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0081_gene_11411	3.0	7.0	4.0	2.0	1.0	1.0	7.0	6.0	0.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0116_gene_1189	13.0	13.0	0.0	2.0	2.0	3.0	10.0	24.0	2.0	1.0	5.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0198_gene_13585	7.0	7.0	3.0	4.0	1.0	1.0	7.0	3.0	3.0	3.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0300_gene_16457	2.0	1.0	1.0	3.0	0.0	3.0	4.0	4.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0341_gene_17105	1.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0360_gene_17655	1.0	2.0	5.0	5.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0600_gene_4217	4.0	4.0	0.0	1.0	0.0	1.0	8.0	8.0	2.0	1.0	4.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0637_gene_4809	3.0	10.0	7.0	4.0	2.0	1.0	6.0	7.0	4.0	3.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0708_gene_5948	4.0	6.0	1.0	0.0	3.0	10.0	6.0	16.0	2.0	2.0	7.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0741_gene_6725	6.0	11.0	4.0	3.0	0.0	2.0	6.0	7.0	6.0	7.0	5.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0743_gene_6755	11.0	15.0	4.0	2.0	3.0	3.0	7.0	13.0	0.0	4.0	4.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0778_gene_7485	3.0	9.0	4.0	4.0	2.0	3.0	3.0	17.0	5.0	3.0	3.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0781_gene_7584	13.0	10.0	8.0	5.0	3.0	3.0	6.0	13.0	3.0	3.0	5.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE10
cazy_0295_gene_16337	4.0	1.0	0.0	0.0	0.0	5.0	4.0	15.0	3.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE11
cazy_0374_gene_18139	7.0	6.0	4.0	2.0	4.0	0.0	4.0	9.0	0.0	0.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE11
cazy_0489_gene_2188	8.0	8.0	6.0	2.0	1.0	3.0	3.0	11.0	6.0	2.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE11
cazy_0562_gene_3436	6.0	6.0	8.0	4.0	1.0	1.0	5.0	8.0	1.0	4.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE11
cazy_0791_gene_7746	4.0	3.0	4.0	5.0	2.0	2.0	3.0	6.0	9.0	7.0	7.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE11
cazy_0095_gene_11580	8.0	5.0	1.0	0.0	1.0	2.0	8.0	15.0	3.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0241_gene_14901	1.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0	2.0	3.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0269_gene_15628	3.0	3.0	2.0	0.0	0.0	1.0	4.0	8.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0270_gene_15628	3.0	5.0	1.0	0.0	1.0	0.0	5.0	6.0	0.0	0.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0554_gene_3395	4.0	6.0	0.0	0.0	3.0	0.0	4.0	9.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0610_gene_4327	1.0	3.0	1.0	1.0	2.0	0.0	4.0	1.0	0.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE12
cazy_0000_gene_10067	4.0	8.0	3.0	0.0	2.0	1.0	5.0	14.0	1.0	1.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0061_gene_1108	3.0	2.0	2.0	2.0	1.0	1.0	3.0	7.0	2.0	2.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0271_gene_15654	3.0	3.0	0.0	7.0	1.0	2.0	6.0	5.0	3.0	4.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0340_gene_17089	3.0	5.0	4.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0763_gene_7168	1.0	3.0	0.0	3.0	1.0	0.0	4.0	2.0	4.0	1.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE14
cazy_0203_gene_13932	14.0	12.0	7.0	3.0	2.0	0.0	1.0	3.0	1.0	0.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE15
cazy_0507_gene_225	11.0	20.0	7.0	3.0	3.0	4.0	9.0	13.0	2.0	7.0	4.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE15
cazy_0175_gene_13218	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0265_gene_15573	0.0	3.0	0.0	0.0	1.0	2.0	7.0	8.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0587_gene_4110	1.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE2
cazy_0014_gene_1032	2.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	6.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0044_gene_10828	1.0	2.0	1.0	1.0	1.0	2.0	5.0	1.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0094_gene_11579	5.0	10.0	3.0	1.0	0.0	2.0	5.0	15.0	0.0	0.0	4.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0143_gene_12511	0.0	0.0	1.0	1.0	0.0	1.0	0.0	7.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0151_gene_12756	2.0	0.0	1.0	0.0	1.0	1.0	4.0	3.0	0.0	0.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0174_gene_13207	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0186_gene_13348	2.0	1.0	1.0	0.0	1.0	0.0	3.0	2.0	2.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0201_gene_13627	3.0	1.0	1.0	1.0	0.0	0.0	0.0	7.0	1.0	0.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0337_gene_17064	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0416_gene_19301	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0528_gene_2830	0.0	1.0	0.0	1.0	1.0	2.0	4.0	6.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0534_gene_2974	1.0	5.0	2.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0538_gene_3090	1.0	2.0	2.0	3.0	1.0	1.0	2.0	8.0	1.0	3.0	3.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0541_gene_3114	5.0	6.0	4.0	5.0	2.0	2.0	3.0	5.0	1.0	3.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0577_gene_383	0.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0613_gene_4358	13.0	13.0	6.0	5.0	2.0	2.0	10.0	18.0	2.0	6.0	4.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0777_gene_7460	0.0	0.0	3.0	0.0	1.0	0.0	2.0	4.0	0.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0878_gene_9643	3.0	5.0	0.0	1.0	2.0	1.0	3.0	9.0	2.0	1.0	4.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE3
cazy_0158_gene_12905	5.0	5.0	3.0	2.0	1.0	0.0	3.0	1.0	1.0	5.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0468_gene_2125	3.0	1.0	2.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0628_gene_4574	2.0	2.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0636_gene_4698	2.0	3.0	0.0	1.0	1.0	1.0	0.0	3.0	5.0	4.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0638_gene_4816	3.0	6.0	5.0	5.0	0.0	2.0	3.0	4.0	3.0	0.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0646_gene_4905	2.0	3.0	3.0	2.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0703_gene_5845	6.0	4.0	1.0	3.0	4.0	1.0	7.0	7.0	2.0	3.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0770_gene_7246	6.0	2.0	0.0	1.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0861_gene_9257	3.0	11.0	5.0	4.0	0.0	0.0	10.0	7.0	2.0	3.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE4
cazy_0315_gene_16756	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0483_gene_21689	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0496_gene_22035	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0640_gene_4848	0.0	5.0	0.0	0.0	0.0	3.0	2.0	7.0	1.0	2.0	4.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0747_gene_6844	1.0	2.0	3.0	2.0	0.0	1.0	5.0	4.0	0.0	1.0	4.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE6
cazy_0119_gene_11952	3.0	4.0	1.0	3.0	0.0	3.0	0.0	4.0	1.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE7
cazy_0164_gene_13022	6.0	6.0	2.0	1.0	1.0	1.0	7.0	8.0	2.0	1.0	4.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE7
cazy_0352_gene_17391	0.0	4.0	2.0	0.0	1.0	2.0	2.0	3.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE8
cazy_0568_gene_3505	6.0	9.0	4.0	3.0	1.0	2.0	2.0	9.0	4.0	6.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE8
cazy_0283_gene_15996	3.0	16.0	2.0	1.0	1.0	2.0	9.0	25.0	5.0	2.0	5.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE9
cazy_0424_gene_19598	5.0	10.0	5.0	11.0	5.0	0.0	14.0	10.0	7.0	11.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_CarbohydrateEsterases;L4_CE9
cazy_0445_gene_20359	1.0	0.0	1.0	1.0	4.0	1.0	5.0	0.0	0.0	3.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH1
cazy_0022_gene_10397	4.0	3.0	0.0	2.0	1.0	0.0	6.0	16.0	0.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH10
cazy_0008_gene_10180	0.0	0.0	0.0	3.0	0.0	1.0	6.0	8.0	2.0	4.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0146_gene_12595	4.0	2.0	0.0	0.0	0.0	0.0	3.0	4.0	3.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0148_gene_12712	7.0	3.0	6.0	1.0	2.0	2.0	8.0	9.0	1.0	0.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0426_gene_19605	6.0	8.0	1.0	4.0	3.0	3.0	5.0	11.0	4.0	1.0	4.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0440_gene_20186	1.0	2.0	3.0	2.0	0.0	1.0	3.0	4.0	1.0	1.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0792_gene_7769	15.0	16.0	4.0	3.0	2.0	11.0	17.0	45.0	6.0	6.0	4.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0199_gene_13612	7.0	15.0	9.0	5.0	3.0	4.0	4.0	4.0	2.0	4.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0883_gene_9724	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH108
cazy_0083_gene_11430	2.0	3.0	2.0	4.0	0.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0122_gene_11983	2.0	1.0	1.0	0.0	2.0	2.0	4.0	10.0	0.0	1.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0154_gene_12827	4.0	5.0	1.0	6.0	1.0	2.0	2.0	3.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0180_gene_13318	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0194_gene_13529	0.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0208_gene_14083	1.0	2.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0238_gene_14883	3.0	5.0	1.0	2.0	1.0	0.0	3.0	8.0	0.0	0.0	4.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0305_gene_16481	0.0	2.0	0.0	0.0	1.0	1.0	5.0	6.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0342_gene_17128	2.0	2.0	2.0	0.0	0.0	0.0	4.0	6.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0370_gene_18019	3.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0542_gene_3143	4.0	8.0	7.0	8.0	0.0	1.0	17.0	7.0	7.0	4.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0567_gene_3460	3.0	3.0	2.0	2.0	1.0	3.0	4.0	3.0	0.0	0.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0617_gene_4433	8.0	7.0	4.0	8.0	2.0	2.0	5.0	8.0	0.0	5.0	4.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0704_gene_5854	7.0	4.0	2.0	0.0	1.0	2.0	6.0	16.0	4.0	2.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0721_gene_6219	2.0	7.0	1.0	1.0	1.0	1.0	4.0	1.0	0.0	1.0	2.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0761_gene_7069	5.0	4.0	2.0	6.0	1.0	1.0	4.0	6.0	0.0	1.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0832_gene_857	5.0	7.0	1.0	8.0	1.0	2.0	4.0	4.0	1.0	2.0	5.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0886_gene_9816	4.0	6.0	2.0	3.0	1.0	0.0	1.0	13.0	3.0	2.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0007_gene_10152	20.0	24.0	9.0	5.0	3.0	5.0	34.0	59.0	7.0	13.0	18.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
