#queryid	MCT.f.0579	MCT.f.0580	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0588	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0594	MCT.f.0595	taxonomy
cazy_0488_gene_6923	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	10.0	3.0	3.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83
cazy_0529_gene_8081	8.0	82.0	46.0	44.0	31.0	31.0	78.0	102.0	3.0	111.0	127.0	88.0	2.0	61.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83
cazy_0532_gene_8167	2.0	8.0	15.0	27.0	8.0	8.0	29.0	18.0	0.0	35.0	21.0	13.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83
cazy_0092_gene_12831	7.0	17.0	18.0	17.0	10.0	18.0	38.0	80.0	1.0	51.0	74.0	47.0	2.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT9
cazy_0554_gene_8572	2.0	1.0	3.0	5.0	0.0	1.0	8.0	7.0	0.0	6.0	5.0	5.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT9
cazy_0528_gene_807	1.0	0.0	2.0	0.0	1.0	0.0	3.0	14.0	0.0	3.0	2.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT90
cazy_0343_gene_4453	0.0	0.0	2.0	0.0	1.0	0.0	3.0	2.0	0.0	2.0	7.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1
cazy_0393_gene_5289	3.0	20.0	10.0	10.0	10.0	7.0	25.0	26.0	0.0	26.0	26.0	19.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1
cazy_0583_gene_916	4.0	2.0	10.0	9.0	3.0	6.0	21.0	25.0	2.0	30.0	40.0	26.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1
cazy_0195_gene_189	13.0	45.0	50.0	31.0	12.0	31.0	62.0	82.0	1.0	86.0	98.0	39.0	0.0	29.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL11
cazy_0202_gene_2255	4.0	19.0	14.0	19.0	11.0	17.0	51.0	68.0	0.0	60.0	119.0	40.0	1.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL11
cazy_0066_gene_12029	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL12
cazy_0507_gene_7477	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL12
cazy_0386_gene_5162	0.0	1.0	4.0	2.0	2.0	0.0	6.0	8.0	0.0	11.0	16.0	7.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL22
cazy_0474_gene_6724	0.0	4.0	2.0	2.0	6.0	0.0	8.0	7.0	0.0	8.0	12.0	3.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL22
cazy_0248_gene_296	3.0	4.0	4.0	5.0	0.0	3.0	8.0	3.0	0.0	11.0	5.0	2.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL8
cazy_0253_gene_2985	1.0	3.0	3.0	4.0	2.0	4.0	12.0	9.0	0.0	9.0	3.0	5.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL8
cazy_0480_gene_6826	0.0	5.0	8.0	2.0	2.0	3.0	7.0	5.0	0.0	14.0	6.0	5.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL8
cazy_0019_gene_10431	1.0	4.0	16.0	8.0	3.0	3.0	16.0	26.0	0.0	22.0	22.0	11.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL9
cazy_0282_gene_3378	2.0	7.0	26.0	6.0	12.0	7.0	12.0	20.0	0.0	11.0	27.0	15.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL9
