#queryid	MCT.f.0089	MCT.f.0091	MCT.f.0094	MCT.f.0095	MCT.f.0096	MCT.f.0098	MCT.f.0099	MCT.f.0102	MCT.f.0417	taxonomy
cazy_0150_gene_3814	4.0	0.0	0.0	19.0	1.0	0.0	10.0	0.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH31
cazy_0151_gene_3818	3.0	0.0	1.0	38.0	2.0	1.0	62.0	0.0	53.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH31
cazy_0112_gene_2831	3.0	3.0	0.0	6.0	0.0	0.0	1.0	0.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH32
cazy_0242_gene_5805	3.0	0.0	4.0	35.0	2.0	1.0	20.0	0.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH32
cazy_0346_gene_8939	2.0	1.0	2.0	18.0	2.0	0.0	26.0	0.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH32
cazy_0365_gene_950	25.0	2.0	4.0	34.0	2.0	0.0	30.0	0.0	41.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH32
cazy_0282_gene_6865	14.0	5.0	3.0	24.0	6.0	4.0	22.0	0.0	34.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH33
cazy_0345_gene_891	19.0	5.0	2.0	30.0	8.0	3.0	14.0	0.0	36.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH33
cazy_0013_gene_10218	8.0	8.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH35
cazy_0001_gene_10026	0.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH36
cazy_0197_gene_4680	28.0	8.0	1.0	65.0	11.0	1.0	66.0	0.0	68.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH36
cazy_0203_gene_4801	18.0	9.0	0.0	45.0	6.0	4.0	31.0	0.0	48.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH36
cazy_0229_gene_5656	8.0	4.0	0.0	42.0	10.0	0.0	50.0	0.0	41.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH36
cazy_0241_gene_5803	21.0	45.0	6.0	4.0	3.0	1.0	5.0	0.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH36
cazy_0116_gene_2929	1.0	1.0	0.0	17.0	0.0	0.0	19.0	0.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH43
cazy_0022_gene_10749	1.0	8.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH5
cazy_0081_gene_2217	1.0	8.0	0.0	1.0	0.0	1.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH5
cazy_0088_gene_2276	5.0	20.0	3.0	3.0	0.0	1.0	4.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH5
cazy_0222_gene_5311	8.0	21.0	8.0	2.0	0.0	2.0	2.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH5
cazy_0355_gene_9179	4.0	3.0	2.0	5.0	1.0	0.0	10.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH5
cazy_0181_gene_4354	23.0	9.0	5.0	38.0	2.0	0.0	31.0	0.0	33.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH51
cazy_0015_gene_1047	11.0	1.0	1.0	10.0	5.0	5.0	16.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH53
cazy_0225_gene_5425	4.0	6.0	1.0	2.0	1.0	0.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH53
cazy_0292_gene_7280	17.0	13.0	1.0	27.0	8.0	3.0	18.0	0.0	23.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH57
cazy_0313_gene_7812	5.0	0.0	3.0	19.0	2.0	0.0	19.0	0.0	23.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH57
cazy_0358_gene_9254	9.0	21.0	3.0	1.0	0.0	0.0	5.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH57
cazy_0177_gene_4254	6.0	3.0	0.0	38.0	1.0	0.0	29.0	0.0	30.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH66
cazy_0305_gene_7669	9.0	21.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH67
cazy_0335_gene_8341	4.0	12.0	2.0	2.0	1.0	0.0	4.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH67
cazy_0003_gene_10046	2.0	2.0	0.0	1.0	0.0	0.0	5.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH73
cazy_0038_gene_161	4.0	17.0	1.0	1.0	1.0	0.0	5.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH73
cazy_0314_gene_7813	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH73
cazy_0034_gene_1458	8.0	36.0	9.0	3.0	0.0	1.0	4.0	0.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH77
cazy_0133_gene_3281	29.0	14.0	1.0	26.0	2.0	5.0	36.0	0.0	47.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH77
cazy_0154_gene_3825	7.0	3.0	3.0	41.0	6.0	0.0	46.0	0.0	55.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH77
cazy_0259_gene_6295	2.0	32.0	7.0	0.0	0.0	0.0	1.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH77
cazy_0130_gene_3244	9.0	4.0	0.0	24.0	2.0	0.0	21.0	0.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH84
cazy_0047_gene_1763	23.0	9.0	2.0	32.0	8.0	3.0	23.0	0.0	51.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH85
cazy_0051_gene_1847	35.0	8.0	1.0	44.0	5.0	1.0	24.0	0.0	36.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH85
cazy_0102_gene_2559	18.0	10.0	0.0	26.0	4.0	2.0	18.0	0.0	28.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH85
cazy_0191_gene_4570	39.0	19.0	1.0	59.0	5.0	6.0	56.0	0.0	49.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH89
cazy_0213_gene_5091	8.0	25.0	6.0	0.0	1.0	1.0	0.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH89
cazy_0010_gene_1019	19.0	40.0	6.0	7.0	1.0	0.0	2.0	0.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0170_gene_4153	18.0	12.0	4.0	46.0	3.0	3.0	39.0	0.0	61.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0174_gene_4245	21.0	10.0	1.0	49.0	3.0	1.0	33.0	0.0	50.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0180_gene_4295	13.0	4.0	3.0	31.0	6.0	0.0	21.0	0.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0192_gene_4577	11.0	6.0	1.0	24.0	2.0	5.0	25.0	0.0	28.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0200_gene_4721	20.0	4.0	3.0	24.0	4.0	3.0	24.0	0.0	32.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0238_gene_5766	12.0	25.0	8.0	5.0	1.0	1.0	7.0	0.0	18.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0255_gene_6188	7.0	19.0	6.0	6.0	0.0	2.0	2.0	1.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH92
cazy_0030_gene_1357	4.0	11.0	3.0	2.0	1.0	0.0	3.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH93
cazy_0209_gene_4936	7.0	24.0	6.0	2.0	0.0	1.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH93
cazy_0093_gene_2414	11.0	45.0	4.0	6.0	0.0	0.0	2.0	0.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH94
cazy_0156_gene_3872	12.0	5.0	2.0	85.0	14.0	0.0	80.0	0.0	72.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH94
cazy_0110_gene_2780	4.0	0.0	0.0	35.0	1.0	1.0	43.0	0.0	35.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH95
cazy_0115_gene_2927	52.0	22.0	1.0	92.0	19.0	7.0	64.0	0.0	75.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH95
cazy_0155_gene_3833	26.0	14.0	5.0	67.0	7.0	3.0	63.0	0.0	77.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH95
cazy_0212_gene_5071	6.0	0.0	1.0	21.0	3.0	0.0	23.0	0.0	27.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH95
cazy_0297_gene_749	10.0	1.0	5.0	48.0	2.0	0.0	47.0	0.0	60.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH95
cazy_0137_gene_3470	21.0	36.0	14.0	2.0	1.0	2.0	6.0	0.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0206_gene_4903	6.0	3.0	0.0	26.0	5.0	1.0	37.0	0.0	29.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0256_gene_6206	11.0	23.0	2.0	5.0	0.0	0.0	2.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0283_gene_689	34.0	16.0	1.0	60.0	5.0	5.0	43.0	0.0	62.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0031_gene_1367	12.0	27.0	5.0	2.0	1.0	0.0	3.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT19
cazy_0211_gene_5049	12.0	9.0	1.0	27.0	13.0	1.0	29.0	0.0	22.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT19
cazy_0021_gene_10715	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0055_gene_1863	2.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0056_gene_1873	6.0	3.0	0.0	9.0	1.0	2.0	5.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0057_gene_1874	6.0	2.0	1.0	12.0	2.0	1.0	11.0	0.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0058_gene_1904	5.0	1.0	0.0	5.0	0.0	0.0	7.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0060_gene_1946	2.0	0.0	0.0	9.0	0.0	0.0	9.0	0.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0063_gene_1983	1.0	1.0	0.0	24.0	1.0	0.0	15.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0078_gene_2194	2.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0121_gene_297	8.0	5.0	1.0	8.0	1.0	0.0	8.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0141_gene_3481	1.0	6.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0142_gene_3482	3.0	14.0	4.0	2.0	1.0	0.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0187_gene_4484	1.0	0.0	0.0	10.0	2.0	0.0	4.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0196_gene_4679	0.0	9.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0198_gene_4703	2.0	4.0	0.0	11.0	3.0	0.0	6.0	0.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0199_gene_4705	2.0	8.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0208_gene_4912	3.0	1.0	1.0	10.0	1.0	1.0	14.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0236_gene_5748	11.0	4.0	0.0	12.0	1.0	0.0	12.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0247_gene_5979	7.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0249_gene_6085	9.0	5.0	0.0	10.0	3.0	0.0	6.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0253_gene_6166	0.0	6.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0296_gene_7424	8.0	1.0	0.0	11.0	0.0	1.0	3.0	0.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0322_gene_8105	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0329_gene_8287	3.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0360_gene_933	2.0	0.0	0.0	24.0	3.0	0.0	24.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0362_gene_938	7.0	3.0	0.0	10.0	2.0	1.0	4.0	0.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0376_gene_9806	2.0	4.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0315_gene_7819	2.0	0.0	1.0	15.0	1.0	0.0	12.0	0.0	22.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT26
cazy_0023_gene_10836	10.0	3.0	2.0	13.0	5.0	0.0	17.0	0.0	18.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0342_gene_8628	8.0	10.0	2.0	4.0	0.0	0.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0378_gene_9934	2.0	1.0	2.0	19.0	1.0	0.0	14.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0062_gene_1975	0.0	15.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0075_gene_2144	4.0	1.0	0.0	2.0	0.0	0.0	5.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0113_gene_284	3.0	14.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0193_gene_4636	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0270_gene_6518	19.0	6.0	2.0	19.0	4.0	1.0	20.0	0.0	23.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT3
cazy_0134_gene_3282	2.0	1.0	0.0	12.0	2.0	0.0	6.0	0.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT30
cazy_0097_gene_2433	16.0	39.0	12.0	8.0	2.0	1.0	8.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0106_gene_2680	12.0	66.0	6.0	3.0	1.0	0.0	1.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0143_gene_3597	36.0	15.0	1.0	61.0	5.0	5.0	51.0	0.0	56.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0146_gene_3671	6.0	3.0	0.0	49.0	6.0	0.0	31.0	0.0	35.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0244_gene_5870	4.0	1.0	4.0	7.0	0.0	2.0	1.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0278_gene_6685	0.0	16.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0028_gene_1265	9.0	2.0	1.0	13.0	0.0	2.0	7.0	0.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0048_gene_1771	2.0	12.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0108_gene_2739	3.0	7.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0186_gene_4483	0.0	1.0	1.0	10.0	1.0	0.0	8.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0280_gene_6765	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0289_gene_7118	6.0	0.0	1.0	6.0	1.0	0.0	3.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0337_gene_8416	2.0	0.0	1.0	4.0	1.0	0.0	13.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0341_gene_8570	4.0	1.0	0.0	7.0	1.0	2.0	6.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0354_gene_9115	2.0	1.0	0.0	5.0	2.0	2.0	3.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0359_gene_931	2.0	0.0	0.0	8.0	1.0	0.0	10.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0364_gene_9409	7.0	3.0	0.0	9.0	3.0	1.0	6.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0375_gene_9788	6.0	4.0	3.0	5.0	1.0	1.0	2.0	0.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0107_gene_2681	4.0	29.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT5
cazy_0079_gene_2209	1.0	1.0	3.0	17.0	1.0	0.0	22.0	0.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0101_gene_2538	0.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0114_gene_2920	0.0	11.0	5.0	1.0	2.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0157_gene_3878	8.0	3.0	0.0	15.0	0.0	1.0	14.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0178_gene_4257	4.0	2.0	0.0	5.0	0.0	0.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0250_gene_608	6.0	1.0	1.0	13.0	2.0	0.0	7.0	0.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0219_gene_5221	16.0	29.0	9.0	1.0	1.0	1.0	7.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83
cazy_0257_gene_6253	14.0	6.0	1.0	37.0	7.0	2.0	22.0	0.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT9
cazy_0310_gene_7755	1.0	1.0	0.0	16.0	3.0	0.0	11.0	0.0	18.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT9
cazy_0228_gene_5606	3.0	6.0	2.0	17.0	0.0	0.0	13.0	0.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT92
cazy_0309_gene_7732	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT94
cazy_0104_gene_2592	3.0	0.0	1.0	5.0	0.0	0.0	6.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1
cazy_0239_gene_5778	1.0	0.0	0.0	18.0	0.0	0.0	24.0	0.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1
cazy_0065_gene_2051	3.0	0.0	2.0	36.0	1.0	0.0	33.0	0.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL10
cazy_0171_gene_4199	6.0	1.0	0.0	23.0	0.0	1.0	23.0	1.0	22.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL9
