#queryid	MCT.f.0460	MCT.f.0461	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0465	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475	MCT.f.0476	taxonomy
cazy_0468_gene_22619	3.0	0.0	1.0	1.0	13.0	0.0	1.0	5.0	1.0	6.0	1.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0755_gene_6023	3.0	2.0	2.0	0.0	14.0	0.0	4.0	4.0	2.0	9.0	5.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0726_gene_5312	5.0	0.0	2.0	0.0	32.0	0.0	6.0	12.0	2.0	11.0	5.0	0.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH137
cazy_0202_gene_14159	4.0	1.0	4.0	1.0	35.0	0.0	12.0	8.0	3.0	13.0	7.0	4.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH138
cazy_0223_gene_14814	7.0	0.0	3.0	0.0	29.0	0.0	6.0	8.0	3.0	9.0	6.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH139
cazy_0182_gene_13696	3.0	0.0	3.0	0.0	13.0	0.0	3.0	1.0	1.0	6.0	2.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH140
cazy_0390_gene_20028	3.0	1.0	1.0	1.0	17.0	0.0	4.0	4.0	0.0	17.0	4.0	1.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH140
cazy_0950_gene_9994	6.0	0.0	2.0	0.0	17.0	0.0	8.0	5.0	0.0	10.0	1.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH142
cazy_0949_gene_9994	0.0	0.0	4.0	0.0	8.0	0.0	2.0	5.0	2.0	5.0	0.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH143
cazy_0423_gene_20975	4.0	2.0	0.0	0.0	7.0	1.0	5.0	1.0	2.0	5.0	6.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0414_gene_20772	8.0	1.0	1.0	0.0	18.0	0.0	3.0	9.0	6.0	12.0	0.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0439_gene_21746	1.0	0.0	0.0	0.0	10.0	0.0	4.0	3.0	2.0	7.0	14.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0560_gene_24794	1.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	7.0	4.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH15
cazy_0495_gene_23266	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH16
cazy_0523_gene_23889	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	1.0	7.0	2.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH16
cazy_0246_gene_15542	2.0	0.0	0.0	1.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	4.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0280_gene_16589	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	3.0	0.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0350_gene_18711	2.0	0.0	0.0	1.0	6.0	0.0	8.0	4.0	1.0	8.0	1.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0700_gene_4761	1.0	1.0	0.0	0.0	5.0	0.0	0.0	7.0	0.0	5.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0907_gene_913	0.0	0.0	1.0	23.0	2.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0005_gene_10053	2.0	2.0	0.0	0.0	13.0	0.0	9.0	7.0	5.0	24.0	9.0	5.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0018_gene_10300	6.0	1.0	2.0	2.0	3.0	0.0	8.0	1.0	2.0	4.0	0.0	16.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0019_gene_10310	2.0	2.0	0.0	0.0	15.0	0.0	13.0	4.0	6.0	3.0	29.0	4.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0044_gene_10689	1.0	0.0	3.0	0.0	10.0	1.0	5.0	3.0	6.0	23.0	6.0	1.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0065_gene_11259	1.0	0.0	0.0	56.0	5.0	0.0	4.0	1.0	0.0	3.0	2.0	3.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0068_gene_11305	3.0	0.0	1.0	0.0	21.0	0.0	2.0	6.0	1.0	16.0	2.0	2.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0082_gene_11637	2.0	0.0	1.0	1.0	13.0	0.0	20.0	7.0	0.0	13.0	3.0	0.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0089_gene_11795	0.0	0.0	2.0	0.0	17.0	0.0	6.0	5.0	0.0	15.0	1.0	2.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0192_gene_13967	7.0	1.0	5.0	1.0	43.0	0.0	9.0	8.0	4.0	14.0	10.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0195_gene_14001	0.0	0.0	0.0	0.0	14.0	0.0	1.0	4.0	3.0	11.0	2.0	4.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0225_gene_14853	3.0	0.0	3.0	0.0	39.0	0.0	9.0	19.0	6.0	15.0	3.0	5.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0227_gene_14857	2.0	1.0	4.0	0.0	17.0	0.0	14.0	9.0	2.0	13.0	3.0	0.0	27.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0235_gene_14980	2.0	2.0	2.0	0.0	15.0	0.0	7.0	5.0	1.0	6.0	23.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0241_gene_15221	2.0	3.0	1.0	0.0	10.0	0.0	3.0	2.0	2.0	14.0	3.0	3.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0279_gene_16491	3.0	0.0	2.0	0.0	17.0	0.0	7.0	6.0	1.0	11.0	3.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0290_gene_1701	0.0	1.0	2.0	5.0	36.0	0.0	21.0	31.0	4.0	6.0	8.0	2.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0301_gene_1725	1.0	0.0	0.0	79.0	6.0	0.0	3.0	1.0	1.0	9.0	1.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0517_gene_2377	5.0	1.0	1.0	0.0	25.0	0.0	13.0	14.0	7.0	23.0	7.0	3.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0521_gene_2380	2.0	1.0	0.0	0.0	9.0	0.0	9.0	4.0	3.0	16.0	4.0	1.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0627_gene_2921	3.0	1.0	2.0	0.0	31.0	0.0	3.0	7.0	5.0	18.0	4.0	3.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0665_gene_3736	4.0	1.0	4.0	0.0	25.0	0.0	8.0	8.0	3.0	31.0	8.0	4.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0670_gene_3838	2.0	1.0	2.0	0.0	40.0	0.0	11.0	2.0	1.0	26.0	2.0	4.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0694_gene_4599	0.0	1.0	1.0	1.0	22.0	0.0	24.0	21.0	2.0	4.0	3.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0710_gene_4902	1.0	3.0	2.0	0.0	16.0	0.0	8.0	5.0	4.0	15.0	5.0	4.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0757_gene_6053	0.0	0.0	0.0	3.0	35.0	0.0	23.0	25.0	2.0	2.0	3.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0795_gene_7010	5.0	0.0	1.0	5.0	4.0	0.0	7.0	2.0	0.0	10.0	2.0	19.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0853_gene_7932	7.0	0.0	8.0	0.0	42.0	0.0	11.0	14.0	2.0	21.0	7.0	1.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0863_gene_8309	3.0	0.0	1.0	0.0	8.0	0.0	6.0	3.0	2.0	22.0	4.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0864_gene_8338	0.0	0.0	1.0	85.0	8.0	0.0	7.0	1.0	1.0	2.0	1.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0865_gene_8410	3.0	0.0	1.0	0.0	18.0	0.0	6.0	5.0	1.0	15.0	14.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0871_gene_8493	3.0	1.0	1.0	0.0	34.0	0.0	6.0	4.0	6.0	17.0	6.0	3.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0872_gene_8499	7.0	3.0	3.0	1.0	61.0	0.0	22.0	21.0	6.0	29.0	4.0	3.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0874_gene_8540	1.0	1.0	1.0	0.0	26.0	0.0	6.0	3.0	4.0	5.0	3.0	2.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0928_gene_9441	1.0	0.0	3.0	1.0	29.0	0.0	11.0	11.0	3.0	17.0	3.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0940_gene_9695	6.0	4.0	2.0	0.0	23.0	0.0	7.0	10.0	4.0	24.0	11.0	1.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0007_gene_10090	1.0	4.0	1.0	0.0	8.0	0.0	6.0	6.0	2.0	13.0	5.0	4.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0092_gene_11829	4.0	0.0	2.0	0.0	20.0	0.0	2.0	6.0	0.0	5.0	4.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0186_gene_13782	1.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	5.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0209_gene_14311	0.0	0.0	0.0	0.0	5.0	0.0	3.0	2.0	0.0	4.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0245_gene_15517	1.0	0.0	5.0	0.0	13.0	0.0	9.0	4.0	0.0	10.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0273_gene_16313	3.0	5.0	2.0	0.0	3.0	0.0	3.0	2.0	1.0	8.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0327_gene_18008	2.0	1.0	3.0	0.0	7.0	0.0	2.0	1.0	0.0	4.0	1.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0354_gene_18839	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0363_gene_18985	0.0	0.0	1.0	0.0	1.0	0.0	4.0	4.0	1.0	1.0	0.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0411_gene_20653	1.0	0.0	2.0	0.0	11.0	0.0	5.0	0.0	0.0	2.0	2.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0447_gene_22045	0.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0	1.0	2.0	3.0	1.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0448_gene_22066	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	10.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0542_gene_24350	2.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	4.0	0.0	3.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0545_gene_24419	3.0	0.0	1.0	0.0	8.0	0.0	4.0	4.0	4.0	14.0	2.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0635_gene_2967	1.0	4.0	1.0	0.0	2.0	0.0	1.0	2.0	2.0	6.0	2.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0752_gene_6016	3.0	0.0	1.0	0.0	5.0	0.0	2.0	5.0	2.0	16.0	0.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0838_gene_7721	5.0	3.0	0.0	0.0	7.0	0.0	3.0	2.0	3.0	10.0	1.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0896_gene_8843	0.0	0.0	1.0	43.0	5.0	0.0	0.0	1.0	2.0	7.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0914_gene_9183	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	1.0	8.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0927_gene_9421	1.0	2.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	7.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0203_gene_14199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0228_gene_1486	0.0	0.0	0.0	1.0	2.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0254_gene_15699	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0404_gene_2041	1.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0444_gene_21919	1.0	0.0	1.0	0.0	6.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0472_gene_22658	0.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0481_gene_22956	1.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0489_gene_231	3.0	1.0	7.0	268.0	57.0	1.0	6.0	1.0	3.0	19.0	3.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0533_gene_24144	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0561_gene_24803	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0608_gene_2676	0.0	0.0	0.0	0.0	7.0	0.0	1.0	1.0	2.0	4.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0686_gene_4264	4.0	1.0	3.0	4.0	14.0	0.0	1.0	7.0	2.0	9.0	0.0	1.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0690_gene_4522	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0725_gene_522	1.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0730_gene_5314	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0750_gene_6009	0.0	1.0	0.0	0.0	6.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0756_gene_604	5.0	0.0	1.0	9.0	21.0	0.0	12.0	6.0	0.0	16.0	5.0	3.0	17.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0932_gene_9458	0.0	0.0	0.0	1.0	3.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0362_gene_1896	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0569_gene_2514	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0575_gene_25377	1.0	0.0	2.0	0.0	7.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0877_gene_8617	1.0	1.0	2.0	0.0	10.0	0.0	5.0	2.0	1.0	5.0	5.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0021_gene_10335	0.0	0.0	0.0	0.0	4.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0399_gene_20191	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0465_gene_22565	2.0	1.0	1.0	16.0	1.0	0.0	2.0	2.0	2.0	20.0	3.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0822_gene_7476	0.0	0.0	0.0	3.0	8.0	0.0	7.0	3.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0826_gene_7504	0.0	1.0	2.0	13.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0873_gene_8534	2.0	2.0	2.0	0.0	8.0	0.0	3.0	1.0	0.0	4.0	2.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0926_gene_9394	0.0	0.0	0.0	0.0	6.0	0.0	11.0	0.0	0.0	2.0	1.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0076_gene_11533	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	1.0	7.0	2.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH26
cazy_0356_gene_18865	0.0	0.0	0.0	0.0	18.0	0.0	2.0	5.0	0.0	6.0	0.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH26
cazy_0395_gene_2014	3.0	2.0	0.0	0.0	9.0	0.0	5.0	4.0	4.0	17.0	4.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH26
cazy_0318_gene_17611	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	2.0	1.0	1.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0416_gene_20790	0.0	0.0	0.0	1.0	1.0	0.0	4.0	1.0	0.0	2.0	0.0	2.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0522_gene_23876	1.0	0.0	0.0	0.0	9.0	0.0	4.0	1.0	0.0	2.0	2.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0588_gene_25976	1.0	0.0	1.0	0.0	2.0	0.0	5.0	0.0	2.0	4.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0679_gene_4076	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0875_gene_8568	3.0	2.0	1.0	0.0	16.0	0.0	2.0	9.0	6.0	10.0	7.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0008_gene_10149	5.0	1.0	4.0	0.0	23.0	0.0	2.0	3.0	1.0	16.0	4.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0088_gene_11794	3.0	0.0	1.0	0.0	6.0	0.0	4.0	0.0	2.0	6.0	4.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0135_gene_12801	4.0	2.0	2.0	0.0	19.0	0.0	4.0	2.0	0.0	15.0	2.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0459_gene_22322	0.0	0.0	1.0	0.0	5.0	0.0	2.0	0.0	1.0	1.0	2.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0565_gene_25078	1.0	2.0	1.0	0.0	10.0	0.0	3.0	2.0	5.0	5.0	0.0	2.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0590_gene_2602	2.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	10.0	0.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0630_gene_2947	0.0	0.0	1.0	3.0	20.0	0.0	16.0	16.0	2.0	0.0	0.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0921_gene_9342	1.0	0.0	1.0	0.0	11.0	0.0	2.0	1.0	0.0	5.0	2.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0006_gene_10081	0.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	10.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0111_gene_12344	2.0	0.0	0.0	0.0	7.0	0.0	2.0	2.0	1.0	11.0	3.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0174_gene_13434	2.0	0.0	2.0	0.0	14.0	0.0	2.0	4.0	2.0	6.0	3.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0325_gene_17954	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	11.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0328_gene_18009	0.0	0.0	1.0	1.0	7.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0458_gene_22267	2.0	1.0	0.0	0.0	6.0	0.0	4.0	3.0	1.0	5.0	11.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0464_gene_22559	4.0	0.0	2.0	0.0	9.0	0.0	1.0	1.0	0.0	6.0	2.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
